time,x1_original,x1_drifted,x1_amplitude_scaled,x1_lowfreq,x2_original,x2_drifted,x2_amplitude_scaled,x2_lowfreq,v1_original,v1_drifted,v1_amplitude_scaled,v1_lowfreq,v2_original,v2_drifted,v2_amplitude_scaled,v2_lowfreq,a1_original,a1_drifted,a1_amplitude_scaled,a1_lowfreq,a2_original,a2_drifted,a2_amplitude_scaled,a2_lowfreq
8.55,0.005531555392630621,0.014081555392630622,0.008297333088945931,-0.008480407772182322,-0.0067497056349527015,0.0018002943650472988,-0.010124558452429051,0.00230421373666401,0.01350498112604584,0.02205498112604584,0.02025747168906876,-0.009798001809429682,0.0018277608957203706,0.010377760895720371,0.002741641343580556,-0.0045718774029193734,-0.1781281642021862,-0.1695781642021862,-0.2671922463032793,0.19265029281030843,0.12281261027584367,0.13136261027584367,0.1842189154137655,-0.10784621508847446
8.56,0.00565764186335815,0.01421764186335815,0.008486462795037225,-0.008526616158580236,-0.006725261984776567,0.0018347380152234326,-0.01008789297716485,0.002279832032342538,0.011712313019460047,0.020272313019460045,0.01756846952919007,-0.008833453513569282,0.003060969139506438,0.011620969139506438,0.004591453709259657,-0.005111371051417271,-0.1804054571149724,-0.1718454571149724,-0.2706081856724586,0.19333064349507306,0.12382903848136978,0.1323890384813698,0.18574355772205467,-0.10806448190923394
8.57,0.005765699896418744,0.014335699896418745,0.008648549844628116,-0.008568675151741227,-0.006688443031687441,0.0018815569683125598,-0.010032664547531163,0.002253133091150821,0.009899293592658745,0.018469293592658746,0.014848940388988117,-0.00786651763668602,0.00430282147831873,0.012872821478318731,0.006454232217478095,-0.005651477629688991,-0.18219842824528792,-0.17362842824528793,-0.27329764236793186,0.19390483394637975,0.12454142928108869,0.13311142928108868,0.18681214392163303,-0.10821808242892315
8.58,0.0058555503020883545,0.014435550302088356,0.008783325453132531,-0.008605210224823202,-0.006639177599196904,0.0019408224008030965,-0.009958766398795357,0.002223349305851905,0.00807078754126344,0.01665078754126344,0.01210618131189516,-0.006896403269358638,0.0055502650197886555,0.014130265019788656,0.008325397529682983,-0.006192400176679831,-0.18350278203377313,-0.17492278203377312,-0.2752541730506597,0.1943376975550115,0.12494727901289637,0.13352727901289638,0.18742091851934456,-0.1082855953067521
8.59,0.005927062720303727,0.014517062720303727,0.00889059408045559,-0.008637590310949118,-0.006577425145057355,0.002012574854942646,-0.009866137717586033,0.002191252609632898,0.006231696101811068,0.014821696101811069,0.009347544152716603,-0.005924969041782213,0.006800225808121271,0.015390225808121272,0.010200338712181907,-0.006733288026273125,-0.18431550585670115,-0.17572550585670116,-0.2764732587850517,0.1946643323153428,0.1250448786536268,0.13363487865362678,0.18756731798044018,-0.10828842920582135
8.6,0.005980155921731542,0.014580155921731543,0.008970233882597312,-0.008664408807670507,-0.006503175932046356,0.002096824067953644,-0.009754763898069533,0.0021560600045692135,0.004386944183752024,0.012986944183752024,0.006580416275628036,-0.004951768136992557,0.008049616794078465,0.016649616794078465,0.012074425191117698,-0.007274129432236007,-0.18463487775510767,-0.17603487775510768,-0.2769523166326615,0.19484877619916582,0.12483331853781199,0.13343331853781198,0.18724997780671798,-0.10820468812240101
8.61,0.006014797979855538,0.014624797979855539,0.009022196969783307,-0.008687077421999605,-0.0064164511188674455,0.002193548881132554,-0.009624676678301167,0.0021185652759783315,0.002541467441047364,0.011151467441047364,0.003812201161571046,-0.0039783110715034195,0.009295345841703578,0.017905345841703578,0.013943018762555368,-0.007814291262904213,-0.1844604707858244,-0.1758504707858244,-0.2766907061787366,0.19492720119985277,0.12431249098721064,0.13292249098721065,0.18646873648081597,-0.10805642697978604
8.620000000000001,0.006031006313646816,0.014651006313646818,0.009046509470470225,-0.008704160905096509,-0.006317302770904592,0.0023026972290954087,-0.009475954156356887,0.0020779722277733735,0.0007001993172082652,0.009320199317208266,0.0010502989758123978,-0.0030045092513950864,0.010534323750867054,0.019154323750867057,0.01580148562630058,-0.008353538485194703,-0.18379315398199536,-0.17517315398199537,-0.27568973097299304,0.19486294037973056,0.12348309084548453,0.13210309084548452,0.1852246362682268,-0.10782133132870873
8.63,0.006028847600721293,0.014658847600721295,0.00904327140108194,-0.008717110221381483,-0.00620581379077691,0.0024241862092230903,-0.009308720686165365,0.002035094248646056,-0.0011319419023127567,0.007498058097687244,-0.001697912853469135,-0.0020315081708479413,0.011763472274669326,0.020393472274669325,0.01764520841200399,-0.00889146571370751,-0.182635089922209,-0.174005089922209,-0.2739526348833135,0.19469314691414044,0.12234661391496982,0.1309766139149698,0.18351992087245472,-0.10752204470028089
8.64,0.0060084375612272835,0.014648437561227284,0.009012656341840924,-0.008724465107851886,-0.006082097768849823,0.002557902231150177,-0.009123146653274735,0.0019891242593851758,-0.002950065996489143,0.005689934003510857,-0.004425098994733714,-0.0010595906656565167,0.012979732110748085,0.021619732110748087,0.019469598166122128,-0.00942760670260292,-0.18098972891306825,-0.17234972891306824,-0.2714845933696024,0.1943805447509156,0.120905353300782,0.129545353300782,0.181358029951173,-0.10713589367236138
8.65,0.005969940613044525,0.014619940613044525,0.008954910919566787,-0.008727712039242278,-0.005946298754068044,0.0027037012459319556,-0.008919448131102067,0.0019408928638093078,-0.0047493236400625305,0.003900676359937469,-0.007123985460093796,-8.95212582676609e-05,0.014180070845607677,0.022830070845607675,0.021270106268411516,-0.009961793426879407,-0.17886179980160927,-0.17021179980160928,-0.2682926997024139,0.19396316942297126,0.1191623936711364,0.1278123936711364,0.1787435905067046,-0.10668604903050237
8.66,0.005913569399212831,0.014573569399212831,0.008870354098819247,-0.008725369564035617,-0.005798590945683964,0.0028614090543160374,-0.008697886418525945,0.0018895845311371414,-0.006524919126276209,0.0021350808737237922,-0.009787378689414313,0.0008780335719536056,0.015361490831208413,0.024021490831208414,0.02304223624681262,-0.010493321120241329,-0.1762572974411264,-0.1675972974411264,-0.2643859461616896,0.19340323659216452,0.11712160344901079,0.1257816034490108,0.1756824051735162,-0.1061495409517241
8.67,0.005839584188842953,0.014509584188842954,0.008759376283264429,-0.008718955699644121,-0.0056391783066617775,0.003030821693338223,-0.008458767459992666,0.0018360445588664084,-0.00827212294769935,0.00039787705230065126,-0.012408184421549024,0.0018427051884016758,0.016521036973228792,0.025191036973228793,0.024781555459843188,-0.011022268087688636,-0.17318346684350172,-0.1645134668435017,-0.2597752002652526,0.19273955958163602,0.114787624955065,0.123457624955065,0.1721814374325975,-0.10555000258510847
8.68,0.005748292153093388,0.014428292153093387,0.008622438229640083,-0.008706971814661678,-0.005468294099742404,0.0032117059002575964,-0.008202441149613606,0.0017794515061970051,-0.009986284202213487,-0.0013062842022134868,-0.01497942630332023,0.002803432313336969,0.01765580441064591,0.02633580441064591,0.026483706615968865,-0.011547684393774085,-0.16964878405932582,-0.16096878405932583,-0.25447317608898873,0.19193395135524802,0.11216586252835864,0.12084586252835863,0.16824879379253796,-0.10486423320859213
8.69,0.005640046518123868,0.014330046518123868,0.008460069777185802,-0.008690963291987172,-0.0052862003473563655,0.0034037996526436343,-0.007929300521034549,0.0017206627165148273,-0.011662842791690525,-0.0029728427916905255,-0.017494264187535788,0.0037602560015894838,0.018762946066561745,0.027452946066561745,0.028144419099842617,-0.012069902953461973,-0.16566293383608183,-0.15697293383608182,-0.24849440075412274,0.19102589300491388,0.10926246865480826,0.11795246865480827,0.1638937029822124,-0.1041162600850276
8.700000000000001,0.005515245597258237,0.014215245597258237,0.008272868395887355,-0.00866941850066494,-0.005093187216770869,0.0036068127832291318,-0.007639780825156304,0.001658853483525049,-0.013297341381435547,-0.004597341381435546,-0.01994601207215332,0.004711710144611341,0.019839680050537455,0.028539680050537454,0.029759520075806182,-0.012587722711449345,-0.16123678411292253,-0.1525367841129225,-0.2418551761693838,0.18997690484858074,0.1060843281403337,0.1147843281403337,0.15912649221050054,-0.10328271984191008
8.71,0.005374331704905592,0.014084331704905593,0.008061497557358388,-0.008643905814212385,-0.004889572332052746,0.0038204276679472543,-0.00733435849807912,0.0015948904297720644,-0.014885437089093428,-0.006175437089093428,-0.022328155633640143,0.005658258115618577,0.020883296893087114,0.029593296893087116,0.03132494533963067,-0.013101738739793235,-0.15638235741865375,-0.14767235741865375,-0.23457353612798063,0.18882702058199738,0.10263904036959814,0.11134904036959814,0.15395856055439722,-0.10238796243985611
8.72,0.0052177899550979855,0.013937789955097986,0.007826684932646977,-0.008612904942126472,-0.004675700014620206,0.004044299985379795,-0.007013550021930309,0.0015279483234531036,-0.016422912872427753,-0.0077029128724277526,-0.02463436930864163,0.0065980201253339685,0.021891166593421003,0.030611166593421002,0.03283674989013151,-0.013610493647644684,-0.15111279924821114,-0.14239279924821113,-0.2266691988723167,0.18753758207707097,0.09893489969717978,0.10765489969717978,0.14840234954576967,-0.10140853265580715
8.73,0.005046146947805014,0.013776146947805015,0.007569220421707521,-0.008578002688730166,-0.004451940454343028,0.004278059545656972,-0.006677910681514542,0.0014589001885339863,-0.017905688586166528,-0.009175688586166528,-0.026858532879249792,0.007531893246905418,0.022860745462014484,0.031590745462014486,0.034291118193021726,-0.014114851437338155,-0.14544234349954388,-0.1367123434995439,-0.21816351524931582,0.18614905565995263,0.09498087402151634,0.10371087402151634,0.1424713110322745,-0.10036902877264925
8.74,0.004859969346479287,0.013599969346479288,0.00728995401971893,-0.00853767459083201,-0.004218688813332393,0.0045213111866676085,-0.006328033219998589,0.001386923095178926,-0.019329831678978823,-0.010589831678978822,-0.028994747518468235,0.008457576399638725,0.023789582740112593,0.0325295827401126,0.03568437411016889,-0.014613093936706654,-0.13938627506291518,-0.13064627506291518,-0.20907941259437277,0.18462272276846214,0.09078658159810543,0.09952658159810543,0.13617987239715815,-0.09924597686010853
8.75,0.0046598623505714545,0.013409862350571455,0.006989793525857182,-0.008493521152353748,-0.003976364264737487,0.004773635735262514,-0.00596454639710623,0.0013128934884662784,-0.020691567502587535,-0.011941567502587534,-0.031037351253881303,0.009376410429622827,0.02467532697886858,0.03342532697886858,0.03701299046830287,-0.015106360038739613,-0.13296088965882719,-0.12421088965882718,-0.19944133448824078,0.18299935793177594,0.08636226615309217,0.09511226615309218,0.12954339922963826,-0.09806414640819519
8.76,0.004446468067028335,0.013206468067028335,0.006669702100542502,-0.008444018357608267,-0.0037254089690359573,0.0050345910309640435,-0.005588113453553936,0.0012359936470743807,-0.02198728920603639,-0.013227289206036389,-0.032980933809054584,0.010285666646354441,0.025515732161437283,0.03427573216143728,0.038273598242155926,-0.015592667146738551,-0.1261834510309437,-0.11742345103094369,-0.18927517654641554,0.181240303622928,0.08171877036064826,0.09047877036064826,0.12257815554097239,-0.09680012004682317
8.77,0.004220463785052053,0.012990463785052052,0.0063306956775780795,-0.008390775521845297,-0.0034662869904686874,0.005303713009531313,-0.005199430485703031,0.0011571003632283503,-0.023213567189219915,-0.014443567189219915,-0.034820350783829876,0.011187138374090352,0.026308663552016682,0.03507866355201668,0.039462995328025025,-0.016073434155459598,-0.1190721456057614,-0.1103021456057614,-0.1786082184086421,0.17938651406919137,0.07686750775523152,0.08563750775523152,0.11530126163284728,-0.09547875885073329
8.78,0.003982560158651277,0.012762560158651275,0.005973840237976915,-0.00833227381620862,-0.0031994831564258704,0.00558051684357413,-0.004799224734638806,0.001075404100907487,-0.02436715809093524,-0.015587158090935239,-0.03655073713640286,0.012077664335597947,0.027052103256546684,0.035832103256546684,0.04057815488482003,-0.016546411233253785,-0.11164603473730328,-0.10286603473730328,-0.16746905210595492,0.17739951733323567,0.07182043315076894,0.08060043315076894,0.10773064972615341,-0.09407677917115566
8.790000000000001,0.0037334993017569275,0.012523499301756929,0.005600248952635391,-0.008270126337007378,-0.0029255018627405097,0.005864498137259491,-0.004388252794110765,0.0009917788412292718,-0.02544501328793459,-0.01665501328793459,-0.038167519931901886,0.012959497615625086,0.02774415548052544,0.03653415548052544,0.041616233220788154,-0.017013301504583245,-0.10392500466256671,-0.0951350046625667,-0.15588750699385007,0.175320315152429,0.0665900116449819,0.07538001164498191,0.09988501746747286,-0.09261905178236184
8.8,0.003474052800903569,0.01227405280090357,0.005211079201355354,-0.008202824285842092,-0.002644865827986908,0.006155134172013093,-0.003967298741980362,0.0009054262712777353,-0.026444286882737096,-0.017644286882737094,-0.03966643032410565,0.013829040759838897,0.028383051470194903,0.037183051470194906,0.042574577205292355,-0.017471585952923727,-0.09592971429793484,-0.08712971429793484,-0.14389457144690226,0.17311074842962781,0.06118918628891107,0.06998918628891107,0.0917837794333666,-0.09108250557119857
8.81,0.003205019650693399,0.012015019650693399,0.0048075294760400985,-0.00813197938357229,-0.0023581148000150587,0.006451885199984941,-0.003537172200022588,0.0008172143283131872,-0.027362343159296997,-0.018552343159296998,-0.04104351473894549,0.01468901242213005,0.028967154124174926,0.03777715412417493,0.04345073118626239,-0.017923255245997548,-0.08768154101404524,-0.07887154101404524,-0.13152231152106786,0.17081173095460161,0.05563134450709342,0.06444134450709342,0.08344701676064013,-0.0894919371188575
8.82,0.0029272241174618276,0.011747224117461827,0.004390836176192741,-0.008056097794756483,-0.0020658042180767473,0.006754195781923253,-0.003098706327115121,0.0007263590117598672,-0.028196763487017273,-0.019376763487017272,-0.04229514523052591,0.015535376808020654,0.029494962263487332,0.03831496226348733,0.044242443395231,-0.01836552011801375,-0.07920252453001014,-0.07038252453001015,-0.11880378679501521,0.16838554601276115,0.04993028335538788,0.05875028335538788,0.07489542503308182,-0.08782456806516512
8.83,0.0026415135367515246,0.011471513536751526,0.003962270305127287,-0.007976784598455414,-0.0017685038340152972,0.007061496165984704,-0.002652755751022946,0.000633718917965148,-0.02894535265504334,-0.02011535265504334,-0.04341802898256501,0.016371322429329864,0.029965114548802664,0.03879511454880266,0.044947671823204,-0.0188006611507394,-0.07051530907520309,-0.06168530907520309,-0.10577296361280464,0.1658728811487925,0.04410017370767849,0.052930173707678496,0.06615026056151774,-0.08610503516420669
8.84,0.002348756050374999,0.011188756050375,0.0035231340755624983,-0.007892565927596807,-0.00146679629609796,0.007373203703902041,-0.00220019444414694,0.0005385274894428534,-0.029606144620261815,-0.020766144620261814,-0.04440921693039272,0.017192374451999226,0.03037639303466476,0.03921639303466476,0.04556458955199714,-0.0192256186725181,-0.061643083968491996,-0.052803083968491996,-0.092464625952738,0.16323659344638447,0.03815552346474009,0.04699552346474009,0.057233285197110136,-0.08431093417039794
8.85,0.0020498382890038742,0.010899838289003875,0.003074757433505811,-0.00780503486024623,-0.0011612756991676509,0.0076887243008323496,-0.0017419135487514764,0.0004416306308185822,-0.030177407653963137,-0.021327407653963137,-0.045266111480944705,0.018002193973274325,0.030727726351397047,0.039577726351397044,0.04609158952709557,-0.019642964581745005,-0.05260952277177239,-0.04375952277177239,-0.07891428415765858,0.16051700351313017,0.03211113988171692,0.040961139881716915,0.04816670982257538,-0.0824666549106496
8.86,0.001745663006365546,0.010605663006365547,0.002618494509548319,-0.0077127425595641,-0.0008525461048788263,0.008007453895121173,-0.0012788191573182394,0.00034228238973878634,-0.030657648873702516,-0.021797648873702516,-0.04598647331055378,0.018795867915309537,0.03101819250636787,0.03987819250636787,0.04652728875955181,-0.020049369571466566,-0.04343872117610302,-0.03457872117610302,-0.06515808176415452,0.15767767508870822,0.025982091112447363,0.03484209111244736,0.03897313666867104,-0.08055024949303033
8.870000000000001,0.0014371466712545255,0.010307146671254527,0.0021557200068817884,-0.007617264668109863,-0.0005412200358605576,0.008328779964139443,-0.0008118300537908364,0.0002413125854301658,-0.03104561814850157,-0.022175618148501566,-0.046568427222752354,0.019577531090525315,0.031247021297285855,0.04011702129728586,0.04687053194592879,-0.02044769726872497,-0.034155133783707325,-0.025285133783707323,-0.05123270067556099,0.15475841921654357,0.019783667071148966,0.02865366707114897,0.02967550060672345,-0.0785857725354015
8.88,0.0011252170236761493,0.01000521702367615,0.0016878255355142241,-0.0075171824806946775,-0.00022791694771807176,0.008652083052281928,-0.00034187542157710764,0.00013799905351842657,-0.03134031136717365,-0.02246031136717365,-0.04701046705076047,0.020341834495101255,0.03141359633121132,0.040293596331211316,0.04712039449681697,-0.020834350445392086,-0.02478350995070884,-0.01590350995070884,-0.03717526492606326,0.15172364014911105,0.013531339713942526,0.022411339713942525,0.02029700957091379,-0.07655181534213162
8.89,0.0008108106015341674,0.009700810601534167,0.0012162159023012512,-0.007414048712563761,8.673831715798403e-05,0.008976738317157984,0.00013010747573697604,3.3152102468270675e-05,-0.03154097306122273,-0.022650973061222726,-0.047311459591834096,0.021093386157305136,0.031517456643999846,0.04040745664399985,0.047276184965999765,-0.021212483859424144,-0.015348828859107315,-0.006458828859107315,-0.023023243288660972,0.1486124952759816,0.0072407228437619976,0.016130722843761998,0.010861084265642997,-0.07447200815032036
8.9,0.0004948702443507765,0.009394870244350777,0.0007423053665261647,-0.007306479913867265,0.00040211708995767473,0.009302117089957675,0.0006031756349365121,-7.392345119221871e-05,-0.03164709837545546,-0.02274709837545546,-0.047470647563183185,0.021826405008991204,0.0315582979159383,0.0404582979159383,0.04733744687390745,-0.021578235032507057,-0.005876233987438945,0.0030237660125610553,-0.008814350981158417,0.14539036376544004,0.0009275315439294905,0.00982753154392949,0.0013912973158942358,-0.0723255646267501
8.91,0.0001783425805677369,0.009088342580567737,0.0002675138708516054,-0.007196000341875867,0.0007175884459393132,0.009627588445939313,0.0010763826689089697,-0.00018244025536495655,-0.03165843438115247,-0.02274843438115247,-0.047487651571728705,0.02254597013983541,0.03153597328038938,0.04044597328038938,0.047303959920584074,-0.021935048230111057,0.003609032848037562,0.012519032848037561,0.005413549272056343,0.14209560428388393,-0.005392458653713864,0.003517541346286136,-0.008088687980570795,-0.07013560086510807
8.92,-0.00013782449497985746,0.008782175505020143,-0.00020673674246978618,-0.0070812669304222975,0.0010325207809578796,0.009952520780957881,0.0015487811714368195,-0.0002930633205490264,-0.0315749807283664,-0.022654980728366397,-0.047362471092549596,0.02324587383956425,0.03145049372332391,0.04037049372332391,0.047175740584985866,-0.022278799361744234,0.013081697709176965,0.022001697709176968,0.01962254656376545,0.13869470540297976,-0.011703452759380395,-0.002783452759380394,-0.017555179139070592,-0.06788203609873061
8.93,-0.0004526843467999076,0.008477315653200092,-0.0006790265201998614,-0.0069637699281038185,0.0013462833899379498,0.01027628338993795,0.0020194250849069244,-0.000405031705188874,-0.031396989635643614,-0.022466989635643614,-0.047095484453465425,0.023931662429105625,0.03130202807269011,0.040232028072690114,0.04695304210903517,-0.02261321953876738,0.0225165208353798,0.0314465208353798,0.0337747812530697,0.13522508151021106,-0.017989677367378706,-0.009059677367378706,-0.02698451605106806,-0.06558738222914745
8.94,-0.0007652941210641298,0.00817470587893587,-0.0011479411815961947,-0.006842211767545637,0.001658248043189603,0.010598248043189602,0.0024873720647844043,-0.0005189770666896014,-0.031124965217200807,-0.022184965217200807,-0.04668744782580121,0.024596708550299023,0.031090902577640512,0.04003090257764051,0.04663635386646077,-0.022933927670465728,0.03188836285318228,0.04082836285318228,0.04783254427977342,0.13165446468402692,-0.02423542164254125,-0.01529542164254125,-0.036353132463811874,-0.06323234700856019
8.950000000000001,-0.001074717257896742,0.00787528274210326,-0.001612075886845113,-0.006718043137056004,0.001967790556471352,0.010917790556471354,0.0029516858347070282,-0.0006341683249268026,-0.03075966214932164,-0.02180966214932164,-0.04613949322398246,0.025247020234400168,0.030817600078709373,0.03976760007870937,0.04622640011806406,-0.023244938005121896,0.04117225072265175,0.05012225072265175,0.06175837608397763,0.12801917949185912,-0.030425078143686557,-0.021475078143686557,-0.045637617215529835,-0.060838748121292995
8.96,-0.0013800259870406916,0.00757997401295931,-0.0020700389805610375,-0.006590017051824743,0.0022742923507204135,0.011234292350720414,0.00341143852608062,-0.000751200627267106,-0.030302083679468267,-0.021342083679468264,-0.0454531255192024,0.025875559047822565,0.03048275877110288,0.039442758771102884,0.045724138156654326,-0.023541618041338735,0.05034344324802292,0.059303443248022926,0.07551516487203438,0.12428833476384268,-0.0365431833776117,-0.027583183377611696,-0.05481477506641755,-0.058388164245577474
8.97,-0.0016803038003546469,0.007289696199645354,-0.0025204557005319705,-0.006459539106706665,0.0025771419973975637,0.011547141997397564,0.0038657129960963455,-0.0008693761906100655,-0.029753478983322812,-0.020783478983322813,-0.04463021847498422,0.02648878751106541,0.03008717056432715,0.03905717056432715,0.045130755846490726,-0.02382826040238462,0.05937749598106806,0.06834749598106807,0.0890662439716021,0.12049702022806058,-0.04257445797753445,-0.03360445797753445,-0.06386168696630168,-0.05590162916096444
8.98,-0.001974647894654663,0.007005352105345338,-0.0029619718419819944,-0.0063254179336307255,0.0028757367454313753,0.011855736745431375,0.004313605118147063,-0.0009892505298375685,-0.029115339876680347,-0.02013533987668035,-0.04367300981502052,0.027079266266578778,0.029631779042435174,0.03861177904243517,0.04444766856365276,-0.024099987743607672,0.06825032534742495,0.07723032534742495,0.10237548802113743,0.11661585337427179,-0.048503846400860945,-0.03952384640086094,-0.07275576960129142,-0.053361674037923246
8.99,-0.0022621715784920853,0.0067278284215079144,-0.003393257367738128,-0.00618900853883552,0.003169484025794634,0.012159484025794634,0.004754226038691951,-0.0011101625670509913,-0.028389396890804126,-0.019399396890804124,-0.04258409533620619,0.027653903399216185,0.029117677030216553,0.03810767703021655,0.043676515545324826,-0.024361365246290796,0.07693827182781929,0.08592827182781929,0.11540740774172893,0.11267854510623411,-0.05431655604286323,-0.04532655604286323,-0.08147483406429484,-0.05078845971783385
9.0,-0.002542006636553703,0.006457993363446298,-0.003813009954830554,-0.00604918013721186,0.0034578029298041385,0.01245780292980414,0.005186704394706207,-0.0012326251080769864,-0.027577614721519362,-0.01857761472151936,-0.041366422082279045,0.028204870353246914,0.028546103771684338,0.03754610377168434,0.0428191556575265,-0.024607278264766174,0.08541816202913347,0.09441816202913347,0.1281272430437002,0.10865735166349512,-0.05999809566357983,-0.05099809566357983,-0.08999714349536975,-0.04816555029133964
9.01,-0.002813305645481101,0.0061966943545188995,-0.004219958468221652,-0.005907231708889725,0.003740125657303696,0.012750125657303697,0.0056101884859555435,-0.0013560171487916606,-0.02668218706396028,-0.01767218706396028,-0.04002328059594042,0.028739510151356524,0.027918441728227123,0.036928441728227124,0.041877662592340686,-0.024842557667853017,0.0936673694826827,0.1026773694826827,0.14050105422402404,0.10458446268990162,-0.06553431302786308,-0.05652431302786308,-0.09830146954179463,-0.04551214560097443
9.02,-0.0030752442350333777,0.0059447557649666225,-0.004612866352550067,-0.005762097931604938,0.0040158989309687695,0.01303589893096877,0.006023848396453154,-0.0014808057666679567,-0.025705530846495003,-0.016685530846495003,-0.038558296269742505,0.02924961832955126,0.027236213004787777,0.03625621300478778,0.040854319507181665,-0.025061860019437887,0.10166387401037286,0.11068387401037286,0.15249581101555928,0.10043390096544161,-0.07091143166000624,-0.06189143166000624,-0.10636714749000936,-0.04281292164936731
9.03,-0.003327023288660473,0.0057029767113395274,-0.0049905349329907095,-0.005615016399278558,0.004284585373059717,0.013314585373059717,0.006426878059589576,-0.0016064133481040995,-0.024650279878923993,-0.015620279878923993,-0.03697541981838599,0.029742960528229924,0.026501075413401777,0.03553107541340178,0.03975161312010267,-0.025270273957046587,0.10938631950382915,0.11841631950382915,0.16407947925574373,0.09623619450454847,-0.07611608661719366,-0.06708608661719366,-0.11417412992579049,-0.04008603051174427
9.040000000000001,-0.0035678710777129977,0.005472128922287003,-0.005351806616569497,-0.0054649920276765756,0.004545664841048615,0.013585664841048617,0.006818497261572923,-0.0017332582915687103,-0.023519277931580963,-0.014479277931580962,-0.03527891689737145,0.030210971213468978,0.025714818184377743,0.03475481818437774,0.03857222727656662,-0.02546223672312013,0.11681406996477683,0.12585406996477683,0.17522110494716525,0.09196725763785446,-0.08113535918761322,-0.07209535918761321,-0.12170303878141983,-0.037317337361078264
9.05,-0.00379704532368818,0.0052529546763118206,-0.005695567985532271,-0.0053131957615114855,0.004798635718652116,0.013848635718652117,0.007197953577978174,-0.001860809626693834,-0.022315571263455503,-0.013265571263455503,-0.03347335689518326,0.03066182464360004,0.024879357336322468,0.03392935733632247,0.037319036004483705,-0.025643085765511903,0.12392726366031517,0.13297726366031518,0.18589089549047277,0.08765581896329945,-0.08595681042344178,-0.07690681042344177,-0.12893521563516266,-0.03452386134817737
9.06,-0.004013835183099946,0.005046164816900054,-0.00602075277464992,-0.005158707406800055,0.00504301615891925,0.01410301615891925,0.007564524238378875,-0.0019894342022578216,-0.02104240061889783,-0.011982400618897831,-0.031563600928346744,0.031086610580256236,0.023996730717104356,0.033056730717104355,0.035995096075656534,-0.02580704941931833,0.13070686525121916,0.13976686525121917,0.19606029787682874,0.08327980611343856,-0.09056851342018057,-0.08150851342018058,-0.13585277013027086,-0.03169273204542645
9.07,-0.0042175631497637246,0.004852436850236275,-0.006326344724645587,-0.00500262611277595,0.005278345276148311,0.014348345276148311,0.007917517914222467,-0.0021186508676440756,-0.01970319271385792,-0.010633192713857919,-0.029554789070786878,0.03149389624010469,0.023069092728707823,0.032139092728707824,0.03460363909306173,-0.025959703957248177,0.13713471575676345,0.14620471575676344,0.20570207363514517,0.07886601357910392,-0.09495908425912608,-0.08588908425912609,-0.14243862638868912,-0.02883975245132471
9.08,-0.0044075868695027465,0.004672413130497253,-0.00661138030425412,-0.004844111086850864,0.00550418428354065,0.01458418428354065,0.008256276425310974,-0.0022487721424383792,-0.018301551233946535,-0.009221551233946535,-0.027452326850919802,0.03187444454617943,0.022098708749759916,0.031178708749759913,0.03314806312463987,-0.026095080149504873,0.14319358022551326,0.15227358022551327,0.2147903703382699,0.0743945003126728,-0.09911771153045534,-0.09003771153045534,-0.14867656729568302,-0.025953389444130507
9.09,-0.004583300862511907,0.004506699137488094,-0.00687495129376786,-0.004684184672721668,0.005720117573640949,0.01481011757364095,0.008580176360461423,-0.0023793697840326735,-0.016841247367885573,-0.007751247367885572,-0.02526187105182836,0.03223719837981378,0.021087949270299965,0.030177949270299965,0.031631923905449943,-0.0262189820971918,0.14886719298667916,0.15795719298667915,0.22330078948001875,0.06988999561414913,-0.10303418436153483,-0.09394418436153483,-0.15455127654230225,-0.023048148886893383
9.1,-0.0047441381488569755,0.004355861851143025,-0.007116207223285463,-0.00452208983136856,0.0059257537387630045,0.015025753738763005,0.008888630608144507,-0.0025106993055836377,-0.015326209901128249,-0.006226209901128248,-0.022989314851692373,0.03257261315934344,0.020039283754111084,0.029139283754111085,0.030058925631166626,-0.0263252552562673,0.15414030036478565,0.16324030036478565,0.23121045054717848,0.0653348035715645,-0.10669891887624128,-0.09759891887624128,-0.16004837831436192,-0.020113905257847498
9.11,-0.004889571772840528,0.004220428227159472,-0.007334357659260792,-0.004358767246375181,0.00612072652875681,0.01523072652875681,0.009181089793135215,-0.0026423883605568837,-0.013760514895582353,-0.004650514895582353,-0.02064077234337353,0.03288998853464866,0.018955274244650003,0.028065274244650003,0.028432911366975004,-0.02641991956851765,0.15899870074439354,0.16810870074439355,0.2384980511165903,0.06075146132196003,-0.11010298301597499,-0.10099298301597498,-0.16515447452396248,-0.017163788858178382
9.120000000000001,-0.005019116222230717,0.004100883777769284,-0.0075286743333460755,-0.0041935478078798235,0.006304695743636444,0.015424695743636446,0.009457043615454666,-0.002774632891615512,-0.012148374982455468,-0.0030283749824554663,-0.0182225624736832,0.03317949318356302,0.017838568731276795,0.026958568731276798,0.026757853096915193,-0.02649664831097024,0.1634292818809835,0.17254928188098348,0.24514392282147524,0.05612462724147521,-0.11323811965866654,-0.10411811965866653,-0.1698571794879998,-0.01418914916263922
