time,x1_original,x1_drifted,x1_amplitude_scaled,x1_lowfreq,x2_original,x2_drifted,x2_amplitude_scaled,x2_lowfreq,v1_original,v1_drifted,v1_amplitude_scaled,v1_lowfreq,v2_original,v2_drifted,v2_amplitude_scaled,v2_lowfreq,a1_original,a1_drifted,a1_amplitude_scaled,a1_lowfreq,a2_original,a2_drifted,a2_amplitude_scaled,a2_lowfreq
0.13,0.008369290832351751,0.008499290832351751,0.012553936248527627,0.009579563106206898,0.0008094395658329827,0.0009394395658329827,0.001214159348749474,0.00020981874859278825,-0.024204700966391463,-0.02407470096639146,-0.036307051449587194,-0.012757643010615273,0.01192344954465659,0.01205344954465659,0.017885174316984886,0.006355475142134475,-0.15929142098872195,-0.15916142098872196,-0.23893713148308293,-0.18949307463823833,0.07559851266518511,0.07572851266518511,0.11339776899777766,0.09369744357614021
0.14,0.00811943490990632,0.00825943490990632,0.012179152364859482,0.009515776390161147,0.0009323607926254985,0.0010723607926254985,0.0013985411889382477,0.00024159522517055548,-0.025766483522694825,-0.025626483522694823,-0.03864972528404224,-0.013704407688597249,0.012660795813846562,0.012800795813846562,0.018991193720769843,0.006823608624486452,-0.15306509027195048,-0.15292509027195048,-0.22959763540792572,-0.18789957555155548,0.07187074117280967,0.07201074117280967,0.1078061117592145,0.09274181164990412
0.15,0.007854281922329884,0.008004281922329885,0.011781422883494826,0.009442695175764359,0.0010624634739053902,0.0012124634739053902,0.0015936952108580853,0.0002779585093020358,-0.027264113992592598,-0.027114113992592597,-0.0408961709888889,-0.014634227411298153,0.01335974044213183,0.01350974044213183,0.020039610663197746,0.007281580974095164,-0.14646100370760418,-0.14631100370760416,-0.21969150556140626,-0.18607431842229996,0.067918184484244,0.068068184484244,0.101877276726366,0.09164736666462231
0.16,0.007574491849540933,0.007734491849540934,0.0113617377743114,0.009369526336467291,0.0011993526177467631,0.0013593526177467631,0.0017990289266201446,0.0003143650360636522,-0.028693900565197578,-0.028533900565197577,-0.043040850847796366,-0.015563887383578901,0.014018088326142746,0.014178088326142747,0.021027132489214118,0.007739457528513031,-0.13949631081339176,-0.13933631081339176,-0.20924446622008763,-0.18424687636873735,0.06375139231793933,0.06391139231793933,0.095627088476909,0.09055161300403637
0.17,0.007280760708720022,0.007450760708720022,0.010921141063080033,0.009287256192874047,0.0013426118230375598,0.0015126118230375598,0.00201391773455634,0.0003552438593303949,-0.030052327598984817,-0.029882327598984817,-0.04507849139847722,-0.016474334247259876,0.014633752732016588,0.014803752732016588,0.021950629098024883,0.008185814824647676,-0.1321890959440561,-0.1320190959440561,-0.19828364391608413,-0.18219268526424373,0.05938148885682899,0.059551488856828996,0.0890722332852435,0.08932012333543682
0.18,0.006973818747055835,0.007153818747055835,0.010460728120583754,0.00920488785584268,0.0014918043911681183,0.0016718043911681183,0.0022377065867521776,0.0003961709339417646,-0.031336064733852385,-0.031156064733852386,-0.047004097100778575,-0.0173845738218393,0.015204760894095101,0.0153847608940951,0.022807141341142652,0.008632047840180478,-0.12455833102945763,-0.12437833102945763,-0.18683749654418644,-0.18013604777754183,0.054820143558873685,0.055000143558873685,0.08223021533831053,0.08808716921900975
0.19,0.006654428545791732,0.006844428545791732,0.009981642818687598,0.009113633550867676,0.0016464744922114363,0.0018364744922114364,0.0024697117383171542,0.0004414425399594639,-0.03254197551896842,-0.032351975518968415,-0.04881296327845262,-0.018273388159325922,0.015729259314568495,0.015919259314568494,0.023593888971852744,0.00906543784277761,-0.11662382599374882,-0.11643382599374882,-0.17493573899062323,-0.17785824561785063,0.0500795405358051,0.0502695405358051,0.07511931080370765,0.08672191010908248
0.2,0.006323383040527573,0.006523383040527572,0.009485074560791359,0.009022271246282283,0.0018061483825350143,0.002006148382535014,0.0027092225738025214,0.00048676694919479586,-0.03366712553386345,-0.033467125533863454,-0.05050068830079518,-0.019161942095551457,0.016205518750147106,0.016405518750147105,0.02430827812522066,0.00949867175203724,-0.10840617698525817,-0.10820617698525817,-0.16260926547788726,-0.17557775543377468,0.045172346579917116,0.045372346579917115,0.06775851986987567,0.08535504297087498
0.21,0.005981503462950494,0.006191503462950494,0.008972255194425741,0.008922259833922955,0.0019703356706490586,0.0021803356706490587,0.0029555035059735876,0.0005362952497121045,-0.0347087899815524,-0.0344987899815524,-0.0520631849723286,-0.020026920292798046,0.016631938872661733,0.016841938872661732,0.0249479083089926,0.00991777671049411,-0.09992671255253105,-0.09971671255253105,-0.14989006882879657,-0.17308224418139256,0.04011167792300832,0.04032167792300832,0.06016751688451248,0.08385964584210744
0.22,0.005629637209373461,0.005849637209373461,0.00844445581406019,0.008822131462702588,0.002138530627969102,0.0023585306279691022,0.0032077959419536534,0.0005858803979817051,-0.03566446073385407,-0.03544446073385407,-0.053496691100781105,-0.020891579683567574,0.01700705259134701,0.017227052591347013,0.02551057888702052,0.010336690608088197,-0.09120743790780317,-0.09098743790780317,-0.13681115686170475,-0.1705838252742666,0.03491106581404724,0.035131065814047235,0.052366598721070856,0.08236251064720654
0.23,0.005268655641651662,0.005498655641651662,0.007902983462477493,0.00871361169483075,0.0023102135410530728,0.002540213541053073,0.0034653203115796094,0.0006395163348599746,-0.036531852810505826,-0.036301852810505825,-0.054797779215758735,-0.021730579885396253,0.01732953002544716,0.017559530025447162,0.02599429503817074,0.01074023077078306,-0.08227097742254802,-0.08204097742254803,-0.12340646613382203,-0.16787707054805068,0.029584421005982714,0.029814421005982715,0.04437663150897407,0.08074095359970367
0.24,0.004899451826223368,0.005139451826223368,0.0073491777393350525,0.00860496693662287,0.002484852101763809,0.002724852101763809,0.0037272781526457134,0.0006932126084676893,-0.037308910275152825,-0.03706891027515283,-0.05596336541272924,-0.022569197892128995,0.017598182116700088,0.017838182116700088,0.026397273175050133,0.011143541940811852,-0.0731405155068518,-0.0729005155068518,-0.1097107732602777,-0.16516721264781986,0.02414599724460259,0.02438599724460259,0.036218995866903886,0.07911754328154594
0.25,0.0045229382171835045,0.004772938217183505,0.006784407325775257,0.008488208618500465,0.0026619028317082932,0.0029119028317082934,0.00399285424756244,0.0007507945502116609,-0.037993811532820033,-0.03774381153282003,-0.056990717299230054,-0.023380145546969464,0.017811963872196832,0.018061963872196832,0.02671794580829525,0.01153027896518674,-0.06383973602658993,-0.06358973602658993,-0.0957596040398849,-0.16225622686792096,0.018610353854746353,0.018860353854746353,0.02791553078211953,0.07737414068288377
0.26,0.004140044289444221,0.004400044289444221,0.0062100664341663316,0.008371318283131993,0.002840812537214687,0.0031008125372146873,0.00426121880582203,0.0008084397163863241,-0.03858497401503674,-0.038324974015036734,-0.0578774610225551,-0.024190642972355417,0.017969977229081977,0.018229977229081977,0.026954965843622967,0.011916746308547596,-0.05439276041675073,-0.054132760416750726,-0.0815891406251261,-0.15934196849879353,0.012992317522282637,0.013252317522282637,0.019488476283423956,0.07562878566745407
0.27,0.003751714128167108,0.004021714128167108,0.005627571192250662,0.008246611574431045,0.0030210197910278485,0.0032910197910278483,0.0045315296865417725,0.000869793888188108,-0.03908105824038583,-0.03881105824038583,-0.05862158736057875,-0.024971536201536415,0.01807147353355034,0.01834147353355034,0.02710721030032551,0.012285486562828867,-0.04482408465306814,-0.04455408465306814,-0.06723612697960221,-0.15623429260678715,0.007306943371390012,0.0075769433713900125,0.010960415057085018,0.07376817686242877
