time,x1_original,x1_envelope,x1_triangle,x1_square,x2_original,x2_envelope,x2_triangle,x2_square,v1_original,v1_envelope,v1_triangle,v1_square,v2_original,v2_envelope,v2_triangle,v2_square,a1_original,a1_envelope,a1_triangle,a1_square,a2_original,a2_envelope,a2_triangle,a2_square
0.17,0.0034523267898410055,0.0051760289884022195,-0.007756,0.01,0.00968583161128631,0.014517079676674286,-0.006599999999999999,0.01,0.019458299850269478,0.029144587728441473,0.013200000000000045,0.0,0.007811538130902074,0.011570720471257179,0.019999999999999962,0.0,-0.01484011535000107,-0.022745819394200062,0.0,0.0,-0.095563880835492,-0.14425615242453793,-5.551115123125783e-15,0.0
0.18,0.0036461677028197114,0.005466337446045952,-0.007624,0.01,0.009759167619387473,0.014625572241091721,-0.0064,0.01,0.019305716090799868,0.02891073362783203,0.013200000000000045,0.0,0.0068520448000288225,0.010122488579301314,0.01999999999999985,0.0,-0.015673356721185416,-0.024019709970354963,-5.551115123125783e-15,0.0,-0.0962874401353398,-0.1453166540681673,1.1102230246251565e-16,0.0
0.19,0.003838441111657003,0.00575424366095886,-0.0074919999999999995,0.01,0.009822872507286886,0.014719529448260311,-0.0062000000000000015,0.01,0.019144832715845772,0.028664193529034376,0.013199999999999934,0.0,0.005885789328195279,0.008664387389893835,0.019999999999999962,0.0,-0.01649986004476489,-0.025282732459230628,-2.7755575615628914e-15,0.0,-0.09691597535670943,-0.14622952034649683,1.1213252548714081e-14,0.0
0.2,0.004029064357136627,0.006039621316626639,-0.00736,0.01,0.009876883405951378,0.014798859988889598,-0.006,0.01,0.01897571888990457,0.028405078978647413,0.01319999999999999,0.0,0.004913725292894633,0.007197898172371375,0.020000000000000073,0.0,-0.017319270003184006,-0.026534316310539152,5.551115123125783e-15,0.0,-0.0974488662112056,-0.146993844984239,-2.220446049250313e-16,0.0
0.21,0.0042179554894550934,0.006322345240531807,-0.007228,0.01,0.009921147013144779,0.014863487411707739,-0.0058000000000000005,0.01,0.01879844731578209,0.028133507202823593,0.013200000000000045,0.0,0.0039368120039711685,0.005724510490209056,0.019999999999999962,0.0,-0.018131234328359946,-0.02777389629575744,5.551115123125783e-15,0.0,-0.09788558679988685,-0.1476088758475547,-5.440092820663267e-15,0.0
0.22,0.0044050333034522686,0.00660229146068311,-0.007096,0.01,0.0099556196460308,0.014913350198693777,-0.005600000000000001,0.01,0.01861309420333737,0.027849601052732265,0.0132000000000001,0.0,0.002956013556896897,0.004245720655420282,0.019999999999999962,0.0,-0.018935403953124208,-0.029000912770635434,-2.7755575615628914e-15,0.0,-0.09822570613227102,-0.14807401569921208,2.7755575615628914e-15,0.0
0.23,0.004590217373521841,0.006879337261586453,-0.006963999999999999,0.01,0.009980267284282716,0.014948401824816144,-0.0054,0.01,0.018419739236719607,0.027553488947410887,0.01319999999999999,0.0,0.0019722978813257463,0.002763030176224812,0.020000000000000018,0.0,-0.019731433161279677,-0.03021481193503095,-5.551115123125783e-15,0.0,-0.09846888855163388,-0.14838882278979681,2.6645352591003757e-15,0.0
0.24,0.004773428088186661,0.007153361239631327,-0.006832,0.01,0.009995065603657316,0.014968610802218275,-0.005200000000000001,0.01,0.018218465540111778,0.027245304814031646,0.01319999999999999,0.0,0.0009866357858642205,0.001277944199624348,0.020000000000000018,0.0,-0.020518979736239285,-0.03141504608995538,2.7755575615628914e-15,0.0,-0.09861489406628736,-0.14855301128424153,0.0,0.0
0.25,0.004954586684324076,0.007424243357867085,-0.006699999999999999,0.01,0.01,0.014973960708808631,-0.005,0.01,0.01800935964199482,0.02692518802561178,0.013200000000000045,0.0,0.0,-0.00020803004946001735,0.020000000000000018,0.0,-0.021297705108136444,-0.03260107389169997,0.0,0.0,-0.09866357858642197,-0.14856645152316872,0.0,0.0
0.26,0.005133615281026558,0.007691865000143564,-0.006567999999999999,0.01,0.009995065603657316,0.014964450201229076,-0.0048,0.01,0.01779251143794905,0.02659328333619765,0.01319999999999999,0.0,-0.0009866357858642205,-0.0016933848308390287,0.020000000000000018,0.0,-0.022067274499372513,-0.03377236060289057,0.0,0.0,-0.09861489406628723,-0.14842917011914633,-1.3322676295501878e-15,0.0
0.27,0.005310436913083058,0.007956109024591039,-0.006436,0.01,0.009980267284282716,0.01494009301219185,-0.0046,0.01,0.017568014152007372,0.026249740813553968,0.013200000000000045,0.0,-0.0019722978813257463,-0.0031766134518429467,0.01999999999999999,0.0,-0.02282735706855976,-0.034928378340479016,0.0,0.0,-0.09846888855163373,-0.14814134988735395,-1.3322676295501878e-15,0.0
0.28,0.005484975564066705,0.008216859816414644,-0.006303999999999999,0.01,0.0099556196460308,0.014900917932192217,-0.004399999999999999,0.01,0.017335964296577855,0.025894715769388066,0.01319999999999999,0.0,-0.002956013556896897,-0.00465621182858611,0.01999999999999999,0.0,-0.023577626052725953,-0.03606860632041631,-2.6645352591003757e-15,-2.7755575615629123e-15,-0.09822570613227408,-0.14770332961104893,2.886579864025407e-15,-2.7755575615629123e-15
0.29,0.005657156199014615,0.008474003339978798,-0.0061719999999999995,0.01,0.009921147013144779,0.014846968775620127,-0.004200000000000001,0.01,0.017096461630952853,0.02552836868714564,0.01319999999999999,-5.551115123125783e-17,-0.003936812003971224,-0.006130680044063919,0.020000000000000046,-5.551115123125783e-17,-0.024317758907818843,-0.03719253109882881,-2.886579864025407e-15,-3.081487911019589e-29,-0.09788558679988141,-0.1471156036421009,1.2212453270876722e-15,-3.081487911019589e-29
