x1,v1,a1
0.0048234984,-0.0022295178,-0.28617403
0.007752114,0.0031213977,-0.4617282
0.007999928,-0.008660713,-0.47547156
0.007071476,-0.011438487,-0.4197177
0.0064487616,-0.01519789,-0.38215125
0.007592744,-0.029438296,-0.44924268
0.009195794,-0.015770918,-0.5463124
0.008885165,-0.037304226,-0.5257868
0.005728682,-0.021879176,-0.33849898
0.006891521,0.0049228747,-0.410447
0.0044681565,-0.02896786,-0.26250264
0.006316871,-0.009579573,-0.37477762
0.004641529,-0.009891528,-0.2746
0.0029820618,-0.018651,-0.17460383
0.0023658848,-0.030415371,-0.13680834
0.00096804625,-0.038458504,-0.051403735
0.0031837134,-0.033658147,-0.18536192
0.0058278544,-0.038468484,-0.34291992
0.00094065384,-0.018044842,-0.052972108
0.00021370711,-0.051447105,-0.0042098663
-0.0015173162,-0.03174471,0.09749086
0.0009030906,-0.05467044,-0.045328483
-0.00034649,-0.03280825,0.027068552
-0.0028126256,-0.033163328,0.176425
-0.003703783,-0.015004252,0.22669055
-0.00109617,-0.014192152,0.07091926
-0.004899385,-0.0441318,0.3051383
-0.00433636,-0.04078588,0.27075762
-0.005617805,-0.03543959,0.34647614
-0.004071846,-0.014979338,0.2474722
-0.0055467025,-0.046133984,0.3447211
-0.0042151664,-0.009753931,0.25599912
-0.003215523,-0.0041506477,0.1958127
-0.0032271387,-0.016136346,0.19796793
-0.0069238464,-0.017041741,0.4211887
-0.0075560333,-0.012006884,0.4569333
-0.007849335,-0.018345956,0.47600335
-0.005310847,-0.0019927116,0.3192318
-0.007990198,0.01590341,0.47707787
-0.008621904,-0.0013490308,0.5191462
-0.0068743057,0.020568062,0.40822265
-0.009263588,0.002275249,0.5572023
-0.008412953,0.02284209,0.50009876
-0.008412453,0.0065233945,0.5041143
-0.0063524386,0.011353928,0.37889665
-0.0052025686,0.023208193,0.30841652
-0.0070557157,0.0108896755,0.42089334
-0.0055131516,0.015871909,0.32831544
-0.005520079,0.023740996,0.32702097
-0.008399628,0.031395566,0.4979434
-0.0061428025,0.017584236,0.36499012
-0.006115746,0.024476128,0.36301297
-0.0045422283,0.03994425,0.26338786
-0.004886588,0.019237494,0.28955358
-0.0042294087,0.045594446,0.2453127
-0.004321234,0.028621059,0.25385243
-0.0033888542,0.03284377,0.19603162
-0.0014604029,0.018890992,0.0821829
-0.0019786726,0.020068992,0.11386908
-0.00095722877,0.0327862,0.047575258
-0.00086989155,0.028208073,0.043608118
-0.0004737389,0.038032122,0.016253524
0.0003021101,0.06444219,-0.0410488
0.00061389385,0.037859198,-0.051498216
0.0019413625,0.026926743,-0.13066116
0.0025952721,0.048922915,-0.17578311
0.0031806915,0.030351013,-0.20560141
-0.00032360238,0.022389045,0.011360767
0.0015240749,0.031984825,-0.1062773
0.0028131413,0.028813263,-0.1827982
0.0033837461,0.03600361,-0.22023767
0.006638476,0.010972608,-0.39587012
0.0041087517,0.023337398,-0.25111946
0.0034942043,0.026828283,-0.219843
0.004359223,0.011464421,-0.2596647
0.0045362385,0.031589817,-0.2833726
0.0065798312,0.006158624,-0.391927
0.009006119,0.026710616,-0.5388341
0.0066425367,0.018408174,-0.39678848
0.006657269,0.0070169624,-0.39663398
0.008201226,-0.006524007,-0.48769894
0.0063571422,-0.0077764313,-0.37734878
0.004898368,-0.008573963,-0.2900731
0.007934676,-0.006148198,-0.4717992
0.007886721,0.013460359,-0.47071418
0.0035183216,-0.010814989,-0.20737258
0.0021362472,-0.013263758,-0.12453191
0.0057060737,0.004634162,-0.33955663
0.005276139,0.0044202222,-0.3138364
0.0061701466,-0.008888753,-0.3660694
0.0046900343,-0.009694918,-0.2775174
0.008575544,-0.059238095,-0.50530297
0.0063902005,-0.03759472,-0.3766155
0.0034422905,-0.0100893695,-0.2028935
0.0039979354,-0.05218299,-0.23265733
0.0071591134,-0.048602823,-0.4215796
0.0047912146,-0.016749872,-0.2829248
0.002511831,-0.028382972,-0.14560987
0.004388872,-0.036648653,-0.25706527
0.0011201738,-0.030318817,-0.061656974
0.004730722,-0.040369473,-0.2771832
0.0017816187,-0.042017177,-0.100001544
-0.002490605,-0.055755824,0.16154031
-7.52834e-05,-0.032633156,0.010699969
-0.0007030035,-0.012406777,0.046324875
-0.0014264669,-0.03052191,0.09185255
-0.0041549746,-0.03716716,0.25827757
-0.00065354776,-0.036671616,0.04608934
-0.003521242,-0.05868889,0.2253238
-0.004408768,-0.032268472,0.27250344
-0.0049414206,-0.034784544,0.30498844
-0.0022859443,-0.024304159,0.14334093
-0.002418339,-0.014185372,0.14985824
