x1,x2,x3,x4,v1,v2,v3,v4,a1,a2,a3,a4
0.0,0.0,0.0,0.0,0.0,0.0,-10.856306033005612,0.0,-0.1197338422139485,-0.1907496452331543,-0.1276706504821777,0.0583935439586639
-6.401865286981223e-06,-9.069078667862442e-06,-6.237201511026048e-06,1.0974202126666085e-06,-0.0012803730573962,-0.0018138157335724,9.972207025533653,0.0002194840425333,-0.1363407692653003,-0.1720135014813433,-0.1218174099588642,-0.0144967354519996
-2.434685586964494e-05,-3.357402925732635e-05,-2.245718897986655e-05,1.1228044814809075e-06,-0.0023086250591364,-0.0030871743843202,2.8277884233283577,-0.0002144071887704,-0.0693096310827505,-0.0826582286682176,-0.0280059679126721,-0.072281510808757
-4.842545496935735e-05,-6.641934980380218e-05,-4.5247992965745634e-05,-6.194975933602597e-06,-0.0025070947608059,-0.0034818897249748,-15.065508742786534,-0.0012491488942462,0.0296156907488538,0.0037151605373018,-0.0850033148973346,-0.1346668302863984
-7.01235297215905e-05,-9.754621358941217e-05,-7.454208775051582e-05,-2.6004320001087278e-05,-0.0018325201896406,-0.0027434830321471,-5.789299735036705,-0.0027127199192506,0.1052992234842132,0.1439661780282476,-0.0621190342483023,-0.1580473747144929
-8.252556565454369e-05,-0.0001189333322516,-0.0001083298084024,-6.016252844456043e-05,-0.0006478869969499,-0.0015339407002973,16.510905042192473,-0.0041189217694439,0.1316274150539184,0.0979422883416989,0.0294963487091381,-0.1231929953241546
-8.296164060387606e-05,-0.0001306169668166,-0.0001396343601246,-0.0001072918819619,0.0005606720070835,-0.0008027862127056,-24.269593015496163,-0.0053069489340308,0.110084385752782,0.0482886091766581,0.1024530940140578,-0.1144124375932246
-7.389235486763327e-05,-0.0001348321505968,-0.000163868646471,-0.0001633837720048,0.001253185140165,-4.025054332794354e-05,-4.291172564265629,-0.0059114290745564,0.0284182408635242,0.1042185246988743,0.0484080782987434,-0.0064835905118963
-6.209794741437418e-05,-0.0001316835754633,-0.0001835916599034,-0.0002191736377499,0.0011056963504867,0.0006699655700122,12.657464260072725,-0.0052465440744659,-0.0579159987991783,0.0378246979691689,-0.0188183340506598,0.1394605905299893
-5.5313402017642026e-05,-0.000125282074651,-0.000203210132007,-0.0002611342795806,0.0002512127288596,0.0006103345924602,-8.669429390089126,-0.0031455842916637,-0.1129807255262453,-0.0497508934795656,-0.0065897570478666,0.280731366030451
-5.8033887534803306e-05,-0.000124148248654,-0.0002212421258916,-0.0002797647541657,-0.0007953098322919,-0.0003835693930649,-6.790442547559348,-0.0005805106253644,-0.0963237867040683,-0.1490299036254889,0.0954569769088226,0.2322833672294105
-6.910828538451546e-05,-0.0001344638994785,-0.0002321244725907,-0.000275402791592,-0.0014195697376505,-0.0016795607718264,-0.9476851273699253,0.0014529031401016,-0.0285281943676529,-0.1101683721268131,0.1016616906492503,0.1743993858638203
-8.326998564834825e-05,-0.000153746914009,-0.0002338232241401,-0.0002554665093622,-0.001412770315116,-0.0021770421342875,14.914151948934002,0.0025343533058582,0.0298880788745489,0.0106720996346042,0.0685634477782323,0.0418906472874997
-9.477933817048e-05,-0.0001716937686449,-0.0002283038596343,-0.0002297197601518,-0.0008891001893103,-0.0014123287928772,-6.388171781636456,0.0026149965362322,0.0748459462865965,0.142270568647453,0.0499360560078417,-0.0257620012127068
-9.967963076681764e-05,-0.0001770355579005,-0.0002176227035413,-0.0002066002047875,-9.095832995721728e-05,0.0003439709417496,-4.4385315504521134,0.0020089145366162,0.0847824255840223,0.2089893782779263,0.0380361036898017,-0.0954543987104992
-9.507984592175848e-05,-0.000163918123585,-0.000203437358041,-0.0001908333764041,0.001010915298969,0.0022795159213532,-4.341963733093669,0.0011444511400686,0.1355923002012313,0.1781196176427856,0.014159312902669,-0.0774382805990094
-7.933576822712777e-05,-0.0001346275199484,-0.0001859982607219,-0.000182862735189,0.002137900239957,0.0035786048059685,22.061239623626882,0.0004496771029625,0.0898046879963764,0.0816981592802919,0.0637953432618549,-0.061516526822221
