dataset,window_index,overall_mse,per_channel_mse,worst_channel_idx,avg_corr_worst_channel,num_high_error_channels,predicted_fault,mu_latent
Structural_c1_Increased,527,0.7242412567138672,"[0.9553110003471375, 1.294331669807434, 0.5321914553642273, 0.48420265316963196, 0.5518791675567627, 1.0979255437850952, 0.48054951429367065, 0.7007699012756348, 0.15981996059417725, 0.8006976842880249, 0.6350885033607483, 0.9981271624565125]",1,0.8326876008489277,11,Structural Fault,"[-0.009678930044174194, -0.006788395345211029, 0.10901233553886414, -0.41346171498298645, 0.0026783309876918793, -0.02282874286174774, 0.051894839853048325, -0.027333911508321762, -0.019456271082162857, -0.4865072965621948, 0.011256422847509384, -0.005549857392907143, 0.055245280265808105, 0.6337878704071045, 0.0033013932406902313, -0.022449441254138947]"
Structural_c1_Increased,528,0.6621068716049194,"[0.5107659101486206, 0.8180978298187256, 1.588802695274353, 1.8208940029144287, 0.3589085042476654, 0.6501641273498535, 0.36205294728279114, 0.5049583911895752, 0.26491981744766235, 0.3109041452407837, 0.23428800702095032, 0.5205259919166565]",3,0.7497892337682139,12,Structural Fault,"[-0.008791163563728333, -0.007613644003868103, 0.11019644141197205, -0.4233412742614746, 0.0021820329129695892, -0.024237312376499176, 0.05217226967215538, -0.029628600925207138, -0.019055616110563278, -0.48641523718833923, 0.012238632887601852, -0.001299077644944191, 0.05531592667102814, 0.6221809387207031, 0.003840368241071701, -0.024247944355010986]"
Structural_c1_Increased,529,0.6145371794700623,"[0.8213978409767151, 1.095981240272522, 0.5041659474372864, 0.45114371180534363, 0.4035569131374359, 1.007647156715393, 0.38762229681015015, 0.5803157687187195, 0.16938947141170502, 0.6551112532615662, 0.5199636220932007, 0.7781513333320618]",1,0.8334226671747378,11,Structural Fault,"[-0.007884100079536438, -0.00841514766216278, 0.11140590906143188, -0.43308961391448975, 0.0016713105142116547, -0.02569837123155594, 0.05244619771838188, -0.031946148723363876, -0.018675226718187332, -0.48609837889671326, 0.01322273537516594, 0.003211161121726036, 0.05536796152591705, 0.6103934645652771, 0.004409085959196091, -0.026051394641399384]"
Structural_c1_Increased,530,0.5994510650634766,"[0.7732105255126953, 0.9633682370185852, 0.4620458483695984, 0.35107502341270447, 0.3736158311367035, 0.9695317149162292, 0.6134070158004761, 0.48663967847824097, 0.24358320236206055, 0.5421766042709351, 0.6159205436706543, 0.7988385558128357]",5,0.5903965850690169,12,Structural Fault,"[-0.006958857178688049, -0.009191758930683136, 0.11264201998710632, -0.44270336627960205, 0.001146908849477768, -0.027211211621761322, 0.052715081721544266, -0.034285422414541245, -0.018316101282835007, -0.48556724190711975, 0.014208387583494186, 0.0079816784709692, 0.05540159344673157, 0.5984339714050293, 0.005007337778806686, -0.027857497334480286]"
Structural_c1_Increased,531,0.5120009183883667,"[0.8412679433822632, 1.0573543310165405, 0.5499593019485474, 0.3811057209968567, 0.3455641269683838, 0.8001043796539307, 0.37373146414756775, 0.28544020652770996, 0.23478005826473236, 0.48771658539772034, 0.3702332377433777, 0.416753351688385]",1,0.8306013779731642,12,Structural Fault,"[-0.00601603090763092, -0.009942285716533661, 0.11390495300292969, -0.4521791934967041, 0.0006087087094783783, -0.02877526730298996, 0.05297764018177986, -0.036645468324422836, -0.017979193478822708, -0.4848324656486511, 0.015195798128843307, 0.013013726100325584, 0.055416420102119446, 0.5863112807273865, 0.005635339766740799, -0.02966439723968506]"
Structural_c1_Increased,532,0.621337354183197,"[0.35327693819999695, 0.89481520652771, 1.8668328523635864, 2.0625314712524414, 0.17309047281742096, 0.42415663599967957, 0.3030414283275604, 0.48109740018844604, 0.13026590645313263, 0.22268615663051605, 0.1249961405992508, 0.4192582070827484]",3,0.6489114778394101,9,Structural Fault,"[-0.005056560039520264, -0.01066567748785019, 0.11519581079483032, -0.46151453256607056, 5.7484954595565796e-05, -0.030389197170734406, 0.05323208495974541, -0.03902491554617882, -0.017665240913629532, -0.48390573263168335, 0.016184639185667038, 0.018307795748114586, 0.05541263520717621, 0.5740339756011963, 0.006293263286352158, -0.031470298767089844]"
Structural_c1_Increased,533,0.5050821900367737,"[0.7531533241271973, 0.6944056153297424, 0.8029224872589111, 0.977994441986084, 0.4368845820426941, 0.42900291085243225, 0.3823017477989197, 0.38634464144706726, 0.3303627371788025, 0.2283150553703308, 0.2790757417678833, 0.36022308468818665]",3,0.61705748018348,12,Structural Fault,"[-0.00408133864402771, -0.011360906064510345, 0.11651471257209778, -0.4707064628601074, -0.0005061663687229156, -0.03205183893442154, 0.053477320820093155, -0.041422124952077866, -0.01737525686621666, -0.48279935121536255, 0.01717464253306389, 0.023864364251494408, 0.0553896427154541, 0.5616106986999512, 0.0069807060062885284, -0.03327330946922302]"
Structural_c1_Increased,534,0.47134163975715637,"[0.8976189494132996, 1.0170772075653076, 0.5073564648628235, 0.46770942211151123, 0.3668159246444702, 0.6902906894683838, 0.22492700815200806, 0.35014477372169495, 0.14758747816085815, 0.4473223090171814, 0.18829719722270966, 0.3509521782398224]",1,0.8192430836339144,10,Structural Fault,"[-0.00309126079082489, -0.012027181684970856, 0.11786192655563354, -0.47975224256515503, -0.0010817386209964752, -0.03376112878322601, 0.05371205881237984, -0.04383551701903343, -0.017109829932451248, -0.4815255105495453, 0.01816503331065178, 0.029683595523238182, 0.055347099900245667, 0.5490497946739197, 0.0076973773539066315, -0.035071633756160736]"
Structural_c1_Increased,535,0.44436171650886536,"[0.7464057803153992, 0.7796530723571777, 0.42554110288619995, 0.3602425456047058, 0.30349862575531006, 0.7442751526832581, 0.4238690137863159, 0.2559417486190796, 0.21977627277374268, 0.3612157702445984, 0.34625446796417236, 0.3656671643257141]",1,0.8133839764041133,12,Structural Fault,"[-0.0020869970321655273, -0.012663960456848145, 0.11923760175704956, -0.48864907026290894, -0.0016684867441654205, -0.035515300929546356, 0.05393526330590248, -0.046262916177511215, -0.016869712620973587, -0.48009735345840454, 0.019155185669660568, 0.035765670239925385, 0.05528464913368225, 0.5363597273826599, 0.008443083614110947, -0.036863699555397034]"
Structural_c1_Increased,536,0.5996459126472473,"[0.532086193561554, 0.6413054466247559, 0.3801618218421936, 0.4817430078983307, 0.3536694347858429, 1.0339975357055664, 0.5684382915496826, 0.7491707801818848, 0.18211591243743896, 0.5101162195205688, 0.7559516429901123, 1.0069944858551025]",5,0.5244820090744031,11,Structural Fault,"[-0.0010696500539779663, -0.013270542025566101, 0.12064164876937866, -0.497394323348999, -0.0022654272615909576, -0.03731174021959305, 0.054145824164152145, -0.04870202764868736, -0.016655508428812027, -0.4785284996032715, 0.020144086331129074, 0.04211025685071945, 0.055201441049575806, 0.5235488414764404, 0.009217042475938797, -0.038648225367069244]"
Structural_c1_Increased,537,0.3375547230243683,"[0.7375341653823853, 0.5261149406433105, 0.21302597224712372, 0.365711510181427, 0.4742990732192993, 0.579913318157196, 0.1437271684408188, 0.1947268545627594, 0.19351939857006073, 0.2527135908603668, 0.12315920740365982, 0.24621178209781647]",0,0.7452158983119042,8,Structural Fault,"[-4.030764102935791e-05, -0.013846240937709808, 0.12207356095314026, -0.5059851408004761, -0.0028716064989566803, -0.03914795070886612, 0.05434276536107063, -0.05115005001425743, -0.016468290239572525, -0.47683221101760864, 0.021130423992872238, 0.04871716350317001, 0.05509704351425171, 0.5106252431869507, 0.010018821805715561, -0.04042348265647888]"
Structural_c1_Increased,538,0.6579623818397522,"[0.8170797228813171, 0.9527801275253296, 0.43953046202659607, 0.5077185034751892, 0.530656099319458, 1.15791654586792, 0.46991249918937683, 0.6592963933944702, 0.18034356832504272, 0.637789785861969, 0.6157733798027039, 0.9267518520355225]",5,0.48494108448793727,11,Structural Fault,"[0.0010004937648773193, -0.0143909752368927, 0.12353312969207764, -0.51441890001297, -0.0034860409796237946, -0.04102073609828949, 0.05452572926878929, -0.05360415205359459, -0.016308266669511795, -0.47502297163009644, 0.02211291715502739, 0.05558522790670395, 0.0549703985452652, 0.4975969195365906, 0.01084769144654274, -0.04218864440917969]"
Structural_c1_Increased,539,0.6759039759635925,"[0.7387145161628723, 1.0122971534729004, 0.6049136519432068, 0.5642430186271667, 0.3944116532802582, 1.116705060005188, 0.4761429727077484, 0.7012296915054321, 0.20857200026512146, 0.6770809292793274, 0.684546947479248, 0.9319894313812256]",5,0.46160823977112053,12,Structural Fault,"[0.002051323652267456, -0.014904297888278961, 0.125019371509552, -0.5226921439170837, -0.004107538610696793, -0.04292699694633484, 0.05469374731183052, -0.056061264127492905, -0.01617615297436714, -0.47311508655548096, 0.023089613765478134, 0.06271394342184067, 0.05482058227062225, 0.48447173833847046, 0.011702757328748703, -0.04394208639860153]"
Structural_c1_Increased,540,0.5503281950950623,"[0.6269091963768005, 0.7404665946960449, 0.42516452074050903, 0.4750705659389496, 0.2926197946071625, 0.9644647836685181, 0.4355276823043823, 0.5950839519500732, 0.1846310943365097, 0.5026478171348572, 0.5772221088409424, 0.7841309905052185]",5,0.4358800004674281,11,Structural Fault,"[0.003111541271209717, -0.015386447310447693, 0.12653204798698425, -0.5308018326759338, -0.004734639078378677, -0.04486299306154251, 0.05484645441174507, -0.05851760134100914, -0.01607251539826393, -0.4711231291294098, 0.024058740586042404, 0.07010211795568466, 0.054646506905555725, 0.4712572693824768, 0.012583013623952866, -0.045683279633522034]"
Structural_c1_Increased,541,0.5877459645271301,"[0.7584226131439209, 0.9797846078872681, 0.5572162866592407, 0.41217994689941406, 0.3421044647693634, 0.9355605244636536, 0.4869178831577301, 0.4808051288127899, 0.22622108459472656, 0.5969727635383606, 0.5436528921127319, 0.733113706111908]",1,0.7528428990941968,12,Structural Fault,"[0.0041799396276474, -0.015837132930755615, 0.12806957960128784, -0.5387446284294128, -0.005366090685129166, -0.046825163066387177, 0.05498381331562996, -0.06096919998526573, -0.015997905284166336, -0.46906211972236633, 0.02501801773905754, 0.07774833589792252, 0.054446905851364136, 0.45796090364456177, 0.013487320393323898, -0.047411106526851654]"
Structural_c1_Increased,542,0.5962398052215576,"[0.9351846575737, 1.0662755966186523, 0.5492029786109924, 0.627030074596405, 0.5475978255271912, 0.8488173484802246, 0.3412436544895172, 0.5285040140151978, 0.1227649375796318, 0.6076098084449768, 0.32884201407432556, 0.6518054008483887]",1,0.7382306550202198,11,Structural Fault,"[0.005255505442619324, -0.01625673472881317, 0.12963154911994934, -0.5465162992477417, -0.00600004568696022, -0.04880889505147934, 0.055105771869421005, -0.06341168284416199, -0.015952859073877335, -0.46694716811180115, 0.025964614003896713, 0.08565140515565872, 0.054220154881477356, 0.4445895552635193, 0.0144144706428051, -0.049124911427497864]"
Structural_c1_Increased,543,0.5429996848106384,"[0.8107991218566895, 0.9127974510192871, 0.7629494667053223, 0.8653357028961182, 0.39643311500549316, 0.6862667798995972, 0.3118229806423187, 0.5227410197257996, 0.1300312727689743, 0.37886348366737366, 0.25269997119903564, 0.4852563440799713]",1,0.7223671132301739,11,Structural Fault,"[0.006337210536003113, -0.01664566993713379, 0.13121676445007324, -0.5541130900382996, -0.00663510337471962, -0.05081009119749069, 0.055212270468473434, -0.0658406913280487, -0.015937764197587967, -0.46479374170303345, 0.026895638555288315, 0.09380929917097092, 0.05396492779254913, 0.4311503767967224, 0.01536313071846962, -0.05082421749830246]"
Structural_c1_Increased,544,0.41974949836730957,"[0.7174529433250427, 0.686072587966919, 0.41288986802101135, 0.4207345247268677, 0.27733615040779114, 0.7416161298751831, 0.2724997401237488, 0.28141605854034424, 0.19799505174160004, 0.35709819197654724, 0.2831041216850281, 0.38877809047698975]",5,0.31025426839583486,11,Structural Fault,"[0.007423758506774902, -0.01700432598590851, 0.13282346725463867, -0.5615304112434387, -0.0072691477835178375, -0.05282443016767502, 0.0553034208714962, -0.06825074553489685, -0.01595364883542061, -0.46261733770370483, 0.02780800685286522, 0.10222076624631882, 0.05367913842201233, 0.41764962673187256, 0.016331542283296585, -0.05250808596611023]"
Structural_c1_Increased,545,0.5069775581359863,"[0.5563482046127319, 0.5560893416404724, 0.44876837730407715, 0.532038688659668, 0.3023587465286255, 0.8190449476242065, 0.495071679353714, 0.5169063806533813, 0.19122354686260223, 0.37275341153144836, 0.6049320101737976, 0.6881948709487915]",5,0.3073508471068384,11,Structural Fault,"[0.008514449000358582, -0.017333105206489563, 0.13445112109184265, -0.5687637329101562, -0.007900271564722061, -0.05484669655561447, 0.05538034811615944, -0.07063642144203186, -0.016000818461179733, -0.4604337513446808, 0.028698217123746872, 0.11088361591100693, 0.05336107313632965, 0.40409401059150696, 0.01731831207871437, -0.05417659878730774]"
Structural_c1_Increased,546,0.6326135396957397,"[0.6083435416221619, 0.5215722918510437, 0.3094329535961151, 0.6111031770706177, 0.41463685035705566, 0.8008110523223877, 0.678206205368042, 0.9118189811706543, 0.24631474912166595, 0.5232279300689697, 0.8469277024269104, 1.1189663410186768]",11,0.524243638935034,12,Structural Fault,"[0.00960773229598999, -0.01763339340686798, 0.1360977590084076, -0.5758070349693298, -0.008526388555765152, -0.056872062385082245, 0.0554434098303318, -0.0729919970035553, -0.016079891473054886, -0.4582587778568268, 0.029562290757894516, 0.11979585140943527, 0.05300840735435486, 0.39048874378204346, 0.018321458250284195, -0.05582928657531738]"
Structural_c1_Increased,547,0.4894387722015381,"[0.29673469066619873, 0.6073735952377319, 1.357651710510254, 1.5119831562042236, 0.14185506105422974, 0.3626941740512848, 0.31662875413894653, 0.5144819617271423, 0.11079225689172745, 0.17254619300365448, 0.1400342434644699, 0.3404896557331085]",3,0.5576417146117965,8,Structural Fault,"[0.010702639818191528, -0.017905697226524353, 0.1377624273300171, -0.5826553702354431, -0.009144876152276993, -0.05889572948217392, 0.055493537336587906, -0.07531103491783142, -0.016191724687814713, -0.4561084806919098, 0.030395951122045517, 0.1289559304714203, 0.05261866748332977, 0.3768397569656372, 0.019339177757501602, -0.05746609717607498]"
Structural_c1_Increased,548,0.5196796655654907,"[0.7764892578125, 0.6990116834640503, 0.3431434631347656, 0.39341554045677185, 0.37975940108299255, 0.9085265398025513, 0.42466405034065247, 0.45203152298927307, 0.2321183830499649, 0.4233558773994446, 0.46745720505714417, 0.7361829876899719]",5,0.34355623810127683,12,Structural Fault,"[0.011798113584518433, -0.01815110445022583, 0.13944387435913086, -0.5893024802207947, -0.00975358858704567, -0.06091197580099106, 0.05553221330046654, -0.07758674025535583, -0.016336891800165176, -0.45399948954582214, 0.031194817274808884, 0.13836143910884857, 0.052189528942108154, 0.363151878118515, 0.020369406789541245, -0.059087254106998444]"
Structural_c1_Increased,549,0.2906864285469055,"[0.14283806085586548, 0.26950374245643616, 0.585031270980835, 0.8014310598373413, 0.16228355467319489, 0.4513532519340515, 0.24435628950595856, 0.21637621521949768, 0.075047567486763, 0.14538615942001343, 0.1387295126914978, 0.2559003531932831]",3,0.6172524797590211,7,Structural Fault,"[0.012892618775367737, -0.018371090292930603, 0.1411404311656952, -0.5957416892051697, -0.010349366813898087, -0.06291576474905014, 0.055560383945703506, -0.0798119604587555, -0.01651633158326149, -0.4519481956958771, 0.03195386752486229, 0.14801086485385895, 0.05171748995780945, 0.34943002462387085, 0.02140975371003151, -0.0606926828622818]"
Structural_c1_Increased,550,0.411538690328598,"[0.6273361444473267, 0.45690014958381653, 0.23309658467769623, 0.40648865699768066, 0.2841508388519287, 0.6637658476829529, 0.43885722756385803, 0.4035603404045105, 0.1866469383239746, 0.3173718750476837, 0.40347808599472046, 0.5168113112449646]",5,0.3570753629302009,11,Structural Fault,"[0.013985231518745422, -0.018566906452178955, 0.14285090565681458, -0.601965606212616, -0.010929707437753677, -0.06490155309438705, 0.05558008328080177, -0.08197906613349915, -0.016731087118387222, -0.449971079826355, 0.03266800567507744, 0.15790210664272308, 0.051199838519096375, 0.33567798137664795, 0.022458020597696304, -0.06228248029947281]"
Structural_c1_Increased,551,0.48037445545196533,"[0.6545987725257874, 0.5427650213241577, 0.30273470282554626, 0.46366989612579346, 0.2964097857475281, 0.7787172198295593, 0.4577558934688568, 0.478322297334671, 0.18101780116558075, 0.39869359135627747, 0.5177081823348999, 0.692099392414093]",5,0.35976846339739776,11,Structural Fault,"[0.015074625611305237, -0.01874023675918579, 0.144574373960495, -0.6079666018486023, -0.011491481214761734, -0.06686381250619888, 0.05559276416897774, -0.08407983183860779, -0.016981933265924454, -0.4480852484703064, 0.03333145007491112, 0.1680334359407425, 0.050632819533348083, 0.3218994438648224, 0.023511748760938644, -0.06385721266269684]"
Structural_c1_Increased,552,0.4630599915981293,"[0.26267746090888977, 0.23110371828079224, 0.4993739426136017, 0.9586494565010071, 0.2972117066383362, 0.550973653793335, 0.45766860246658325, 0.5774661898612976, 0.17145009338855743, 0.32989874482154846, 0.4835678040981293, 0.7366780042648315]",3,0.6969981492243671,11,Structural Fault,"[0.01615963876247406, -0.018892496824264526, 0.14630946516990662, -0.6137368083000183, -0.012031558901071548, -0.06879695504903793, 0.0556006021797657, -0.08610567450523376, -0.017270337790250778, -0.4463079273700714, 0.03393847867846489, 0.1784038096666336, 0.05001290142536163, 0.3080975413322449, 0.024568211287260056, -0.06541738659143448]"
Structural_c1_Increased,553,0.4391706883907318,"[0.722969114780426, 0.5106237530708313, 0.22899852693080902, 0.38739144802093506, 0.3275977373123169, 0.6791286468505859, 0.4482360780239105, 0.419793039560318, 0.21401949226856232, 0.3281194269657135, 0.4086992144584656, 0.5944722890853882]",0,0.5092319845370555,12,Structural Fault,"[0.017239078879356384, -0.01902581751346588, 0.14805510640144348, -0.6192672252655029, -0.012546215206384659, -0.07069548219442368, 0.05560636892914772, -0.08804783225059509, -0.017597388476133347, -0.44465649127960205, 0.034482818096876144, 0.18901146948337555, 0.04933583736419678, 0.2942744791507721, 0.02562488242983818, -0.0669635459780693]"
Structural_c1_Increased,554,0.42833977937698364,"[0.31460800766944885, 0.4829932451248169, 1.0472525358200073, 1.1518725156784058, 0.2088213562965393, 0.3830052316188812, 0.33239462971687317, 0.48616909980773926, 0.13814468681812286, 0.16214795410633087, 0.1486680656671524, 0.2840002775192261]",3,0.7414532654102912,9,Structural Fault,"[0.01831156015396118, -0.01914200186729431, 0.14981043338775635, -0.6245482563972473, -0.013031784445047379, -0.07255394011735916, 0.05561193451285362, -0.08989641070365906, -0.017964806407690048, -0.44314876198768616, 0.03495771810412407, 0.19985559582710266, 0.04859715700149536, 0.2804322838783264, 0.02667870745062828, -0.06849605590105057]"
Structural_c1_Increased,555,0.31436610221862793,"[0.5495832562446594, 0.40959060192108154, 0.2645336985588074, 0.3629576861858368, 0.4317271113395691, 0.5128031373023987, 0.15333476662635803, 0.284318208694458, 0.15795539319515228, 0.2507176399230957, 0.14022380113601685, 0.25464826822280884]",0,0.56134711892245,9,Structural Fault,"[0.019376203417778015, -0.019242987036705017, 0.15157479047775269, -0.6295700073242188, -0.013484839349985123, -0.07436656206846237, 0.05562024936079979, -0.09164151549339294, -0.018373820930719376, -0.4418027997016907, 0.035356443375349045, 0.21093548834323883, 0.0477922260761261, 0.2665720582008362, 0.02772652730345726, -0.07001599669456482]"
Structural_c1_Increased,556,0.33040109276771545,"[0.5802382826805115, 0.4003773629665375, 0.25969964265823364, 0.39174968004226685, 0.25793951749801636, 0.47773802280426025, 0.40997809171676636, 0.2096005082130432, 0.18955408036708832, 0.2473517656326294, 0.28307196497917175, 0.2575136423110962]",0,0.5851667956935342,11,Structural Fault,"[0.020431622862815857, -0.019331112504005432, 0.15334707498550415, -0.6343216896057129, -0.01390087977051735, -0.07612801343202591, 0.05563408508896828, -0.09327283501625061, -0.018826406449079514, -0.4406370520591736, 0.03567185625433922, 0.22225068509578705, 0.04691570997238159, 0.2526938021183014, 0.028765399008989334, -0.07152371853590012]"
Structural_c1_Increased,557,0.5035713911056519,"[0.3067287504673004, 0.25008198618888855, 0.4538530111312866, 0.9688571095466614, 0.27888017892837524, 0.5619720220565796, 0.5200487375259399, 0.6611846685409546, 0.21238021552562714, 0.42219364643096924, 0.5673343539237976, 0.8393416404724121]",3,0.7943344014603428,12,Structural Fault,"[0.02147667109966278, -0.01940847933292389, 0.15512725710868835, -0.6387920379638672, -0.014275941997766495, -0.07783237844705582, 0.05565713718533516, -0.0947791039943695, -0.01932448521256447, -0.43967026472091675, 0.03589640185236931, 0.23380132019519806, 0.04596234858036041, 0.2387973666191101, 0.029792021960020065, -0.0730203166604042]"
Structural_c1_Increased,558,0.47334685921669006,"[0.5152246356010437, 0.2378866970539093, 0.4006555676460266, 0.8469601273536682, 0.6229763627052307, 0.3850333094596863, 0.43711936473846436, 0.43924593925476074, 0.3964410424232483, 0.19290317595005035, 0.6619834303855896, 0.5437319874763489]",3,0.8085669191756042,11,Structural Fault,"[0.022510573267936707, -0.019477471709251404, 0.15691453218460083, -0.6429687142372131, -0.014605525881052017, -0.07947448641061783, 0.05569228157401085, -0.09614905714988708, -0.019870225340127945, -0.4389217793941498, 0.03602230176329613, 0.2455878108739853, 0.04492616653442383, 0.22488144040107727, 0.03080284222960472, -0.07450667768716812]"
Structural_c1_Increased,559,0.5555849075317383,"[0.7725110650062561, 0.6077851057052612, 0.31048354506492615, 0.523364245891571, 0.3725389540195465, 0.855033278465271, 0.47424373030662537, 0.6300047039985657, 0.21375888586044312, 0.45622575283050537, 0.6029068231582642, 0.8481627106666565]",5,0.2893093103269972,12,Structural Fault,"[0.023532092571258545, -0.019540250301361084, 0.15870878100395203, -0.6468386054039001, -0.014885250478982925, -0.08104880899190903, 0.05574308708310127, -0.09737101197242737, -0.020465675741434097, -0.4384113550186157, 0.03604140505194664, 0.25761112570762634, 0.04380115866661072, 0.21094393730163574, 0.031794507056474686, -0.07598363608121872]"
Structural_c1_Increased,560,0.6275050640106201,"[0.6311337947845459, 0.45906299352645874, 0.3924616277217865, 0.8570882678031921, 0.415833055973053, 0.7549220323562622, 0.6462770700454712, 0.8603442311286926, 0.2570110261440277, 0.544032633304596, 0.7257418632507324, 0.9861522912979126]",11,0.6454638526491089,12,Structural Fault,"[0.02454027533531189, -0.019599422812461853, 0.16050958633422852, -0.6503878235816956, -0.01510993018746376, -0.08254950493574142, 0.055813346058130264, -0.09843215346336365, -0.021113228052854538, -0.4381588399410248, 0.03594563528895378, 0.26987224817276, 0.04258076846599579, 0.19698160886764526, 0.032763224095106125, -0.07745196670293808]"
Structural_c1_Increased,561,0.7592617869377136,"[0.1877685785293579, 0.5006664395332336, 2.1840660572052, 2.7545077800750732, 0.2636958956718445, 0.6314312219619751, 0.4697401821613312, 0.8044258952140808, 0.1759243607521057, 0.3958117663860321, 0.18761834502220154, 0.5554859638214111]",3,0.8427348328076818,9,Structural Fault,"[0.025534331798553467, -0.019656836986541748, 0.16231700778007507, -0.6536019444465637, -0.015275124460458755, -0.08397144824266434, 0.055906716734170914, -0.09931978583335876, -0.02181539312005043, -0.4381854832172394, 0.03572627529501915, 0.28237318992614746, 0.0412580668926239, 0.1829909086227417, 0.03370526060461998, -0.07891269773244858]"
Structural_c1_Increased,562,0.46347248554229736,"[0.4393080770969391, 0.5910066366195679, 0.8730503916740417, 0.8143360614776611, 0.4559093415737152, 0.5365666747093201, 0.3477521538734436, 0.5460878610610962, 0.24535739421844482, 0.2756882607936859, 0.19780586659908295, 0.2388009876012802]",2,0.7791762175857992,11,Structural Fault,"[0.02651377022266388, -0.019714727997779846, 0.1641305387020111, -0.6564646363258362, -0.015376035124063492, -0.08530902117490768, 0.05602752044796944, -0.10002115368843079, -0.022574517875909805, -0.4385114908218384, 0.035375189036130905, 0.29511597752571106, 0.03982630372047424, 0.16896656155586243, 0.03461706265807152, -0.08036669343709946]"
Structural_c1_Increased,563,0.7198579907417297,"[0.3343489468097687, 0.5010858178138733, 1.855128526687622, 2.2058284282684326, 0.36065152287483215, 0.6412377953529358, 0.5203158259391785, 0.7583181262016296, 0.3251505196094513, 0.333861768245697, 0.2606356143951416, 0.5417318940162659]",3,0.8596306095639337,12,Structural Fault,"[0.02747778594493866, -0.019775204360485077, 0.1659500002861023, -0.6589589715003967, -0.015407744795084, -0.08655675500631332, 0.05617937818169594, -0.1005224883556366, -0.023393187671899796, -0.4391588270664215, 0.03488336130976677, 0.30810272693634033, 0.038278207182884216, 0.1549030840396881, 0.03549426421523094, -0.08181452006101608]"
Structural_c1_Increased,564,0.35604074597358704,"[0.8272016048431396, 0.5292533040046692, 0.23100878298282623, 0.3941248953342438, 0.38618725538253784, 0.5377203226089478, 0.26565030217170715, 0.19781628251075745, 0.23088879883289337, 0.23032930493354797, 0.15585388243198395, 0.28645390272140503]",0,0.7088262998135552,10,Structural Fault,"[0.028425946831703186, -0.019840076565742493, 0.16777515411376953, -0.661067008972168, -0.015365425497293472, -0.08770879358053207, 0.05636635050177574, -0.10081002116203308, -0.02427385374903679, -0.44014912843704224, 0.03424210473895073, 0.32133686542510986, 0.03660646080970764, 0.14079362154006958, 0.03633337840437889, -0.08325698226690292]"
Structural_c1_Increased,565,0.7112138867378235,"[0.708045244216919, 0.8639668822288513, 0.981651782989502, 1.0104864835739136, 0.32807496190071106, 1.0073659420013428, 0.5052294731140137, 0.7777852416038513, 0.22180870175361633, 0.6025393605232239, 0.6614561676979065, 0.8661563396453857]",3,0.872825096650891,12,Structural Fault,"[0.029358282685279846, -0.01991066336631775, 0.1696052849292755, -0.6627686023712158, -0.01524454727768898, -0.08875957876443863, 0.0565929152071476, -0.10086998343467712, -0.02521868422627449, -0.44150447845458984, 0.03344310447573662, 0.33482056856155396, 0.0348040908575058, 0.1266304850578308, 0.037130359560251236, -0.08469470590353012]"
Structural_c1_Increased,566,0.5524448156356812,"[0.27445968985557556, 0.286503404378891, 1.0904029607772827, 1.7318741083145142, 0.22108341753482819, 0.3910376727581024, 0.4877363443374634, 0.674116313457489, 0.2304862141609192, 0.37899306416511536, 0.2765728831291199, 0.5860714912414551]",3,0.8782537776243879,12,Structural Fault,"[0.030274510383605957, -0.019988104701042175, 0.1714397668838501, -0.6640431880950928, -0.015040937811136246, -0.0897032842040062, 0.056862663477659225, -0.10068854689598083, -0.026229705661535263, -0.44324690103530884, 0.032478105276823044, 0.34855639934539795, 0.03286378085613251, 0.11240491271018982, 0.03788135573267937, -0.08612795919179916]"
Structural_c1_Increased,567,0.6093221306800842,"[0.7591331601142883, 0.8651526570320129, 0.7419486045837402, 0.6802068948745728, 0.3404695391654968, 0.9303732514381409, 0.4481949210166931, 0.5533025860786438, 0.2317965179681778, 0.6147431135177612, 0.44148072600364685, 0.7050626277923584]",5,0.4790710312950727,12,Structural Fault,"[0.03117494285106659, -0.02007262408733368, 0.17327705025672913, -0.664868175983429, -0.014750663191080093, -0.09053371101617813, 0.05717944726347923, -0.10025188326835632, -0.02730846032500267, -0.4453985393047333, 0.03133934363722801, 0.3625471889972687, 0.030779138207435608, 0.09810799360275269, 0.03858281299471855, -0.08755681663751602]"
Structural_c1_Increased,568,0.588986337184906,"[0.2747996151447296, 0.4031898081302643, 1.2586064338684082, 1.8865214586257935, 0.13645845651626587, 0.6185048818588257, 0.30138257145881653, 0.8440271615982056, 0.1427730917930603, 0.5260956287384033, 0.11993557959794998, 0.555541455745697]",3,0.8871250728288211,9,Structural Fault,"[0.03206029534339905, -0.020164452493190765, 0.17511552572250366, -0.6652191877365112, -0.014370743185281754, -0.09124506264925003, 0.057546813040971756, -0.09954658150672913, -0.028455812484025955, -0.4479809105396271, 0.030019771307706833, 0.3767942786216736, 0.028544053435325623, 0.08372965455055237, 0.03923141583800316, -0.08898159116506577]"
