dataset,window_index,overall_mse,per_channel_mse,worst_channel_idx,avg_corr_worst_channel,num_high_error_channels,predicted_fault,mu_latent
Structural_k2_Reduced,169,1.1910630464553833,"[1.9533817768096924, 2.226412534713745, 0.6728017330169678, 2.202883720397949, 0.7160284519195557, 0.7512267827987671, 0.8107523322105408, 1.5948179960250854, 0.506105363368988, 0.7915460467338562, 0.8885707855224609, 1.1782300472259521]",1,0.6580806924009893,12,Structural Fault,"[0.0449591726064682, 0.05996537208557129, 0.040576785802841187, 0.8474665880203247, 0.04086404666304588, -0.2800418734550476, 0.01245790347456932, 0.018804971128702164, -0.08830438554286957, -0.5287994146347046, -0.03194943442940712, -1.0003567934036255, -0.021003589034080505, -0.17443570494651794, 0.06635186076164246, -0.00315740704536438]"
Structural_k2_Reduced,170,0.9680544137954712,"[1.5886259078979492, 1.5479295253753662, 0.2835348844528198, 1.572168231010437, 0.7180278897285461, 1.013669490814209, 0.5282012224197388, 1.4524602890014648, 0.40560677647590637, 0.9456440806388855, 0.5460098385810852, 1.0147731304168701]",0,0.5315906595622855,12,Structural Fault,"[0.04487618803977966, 0.06076598912477493, 0.03863650560379028, 0.8353055119514465, 0.04045194014906883, -0.27964404225349426, 0.010698597878217697, 0.019027087837457657, -0.08639787137508392, -0.5191840529441833, -0.03160564973950386, -1.0112857818603516, -0.02049015462398529, -0.16703958809375763, 0.06577371060848236, -0.004185497760772705]"
Structural_k2_Reduced,171,1.3335561752319336,"[1.9678890705108643, 2.1228597164154053, 0.8709850907325745, 2.5368943214416504, 0.8449200987815857, 0.831026017665863, 1.0376545190811157, 1.7471691370010376, 0.6392242908477783, 1.0424517393112183, 1.0215619802474976, 1.3400390148162842]",3,0.6805636896519522,12,Structural Fault,"[0.04479663074016571, 0.06151614338159561, 0.0368325412273407, 0.8227948546409607, 0.04000115022063255, -0.27908602356910706, 0.009040746837854385, 0.019213560968637466, -0.08446507155895233, -0.5104315280914307, -0.03130089119076729, -1.0218122005462646, -0.0199325829744339, -0.1598508059978485, 0.06520751118659973, -0.005253113806247711]"
Structural_k2_Reduced,172,0.7671869993209839,"[1.4568067789077759, 1.0973727703094482, 0.26288384199142456, 1.890854001045227, 0.8513741493225098, 0.3478010594844818, 0.3125196397304535, 1.2685904502868652, 0.617500901222229, 0.41587409377098083, 0.2413272112607956, 0.4433394968509674]",3,0.6958311272563384,12,Structural Fault,"[0.044717937707901, 0.062211811542510986, 0.035170018672943115, 0.8099706768989563, 0.03952011093497276, -0.2783800959587097, 0.007490459829568863, 0.019372154027223587, -0.08251586556434631, -0.5025723576545715, -0.031039435416460037, -1.0319172143936157, -0.019339650869369507, -0.15289616584777832, 0.06465066969394684, -0.006354130804538727]"
Structural_k2_Reduced,173,0.8832216262817383,"[1.4163011312484741, 2.006981372833252, 0.5310167074203491, 2.3553221225738525, 0.43595659732818604, 0.45679837465286255, 0.41292476654052734, 1.3593634366989136, 0.19494859874248505, 0.4391249716281891, 0.2397962510585785, 0.7501279711723328]",3,0.7098068854126536,11,Structural Fault,"[0.04463677108287811, 0.0628490000963211, 0.03365299105644226, 0.7968671321868896, 0.039017435163259506, -0.2775382697582245, 0.0060524605214595795, 0.01951027289032936, -0.08055967092514038, -0.4956344962120056, -0.030825365334749222, -1.0415828227996826, -0.018720686435699463, -0.1462024748325348, 0.06409947574138641, -0.007482469081878662]"
Structural_k2_Reduced,174,1.0328532457351685,"[1.644046425819397, 2.074727773666382, 0.5591750144958496, 2.2261300086975098, 0.6270056366920471, 0.5635720491409302, 0.6478066444396973, 1.4703091382980347, 0.3338855803012848, 0.6662341952323914, 0.5876417756080627, 0.9937021136283875]",3,0.7224966350853316,12,Structural Fault,"[0.04455043375492096, 0.0634232833981514, 0.03228479623794556, 0.7835168242454529, 0.038501765578985214, -0.2765727937221527, 0.004730973392724991, 0.01963505521416664, -0.07860612869262695, -0.48964372277259827, -0.03066227212548256, -1.050792932510376, -0.01808449625968933, -0.13979648053646088, 0.06355056166648865, -0.008632399141788483]"
Structural_k2_Reduced,175,1.037469744682312,"[1.6862913370132446, 2.869389295578003, 0.7525023818016052, 2.267883062362671, 0.4078446626663208, 0.6314756274223328, 0.568172812461853, 1.4448657035827637, 0.20311346650123596, 0.4492736756801605, 0.3540025055408478, 0.8148207664489746]",1,0.722119593989703,12,Structural Fault,"[0.04445593059062958, 0.0639304667711258, 0.03106677532196045, 0.7699502110481262, 0.03798246011137962, -0.2754959166049957, 0.0035288967192173004, 0.019753534346818924, -0.07666435837745667, -0.48462334275245667, -0.030553702265024185, -1.0595335960388184, -0.017440780997276306, -0.1337040215730667, 0.0629996806383133, -0.009798333048820496]"
Structural_k2_Reduced,176,0.9605305790901184,"[1.800520658493042, 2.4375524520874023, 0.36248502135276794, 1.465660572052002, 0.5816972255706787, 0.7818804383277893, 0.4671439826488495, 1.4263732433319092, 0.2463318109512329, 0.6247546672821045, 0.42479994893074036, 0.9071669578552246]",1,0.7307663972705152,12,Structural Fault,"[0.04435020685195923, 0.06436607986688614, 0.030000120401382446, 0.7561954259872437, 0.03746819123625755, -0.2743191719055176, 0.00244869664311409, 0.019872073084115982, -0.07474426925182343, -0.48059388995170593, -0.03050190582871437, -1.0677920579910278, -0.0167987197637558, -0.1279512345790863, 0.06244261935353279, -0.01097434014081955]"
Structural_k2_Reduced,177,0.6928463578224182,"[1.418105125427246, 1.3607800006866455, 0.12056095153093338, 1.2043945789337158, 0.6785154938697815, 0.7644219994544983, 0.2303551286458969, 1.1203364133834839, 0.3027816116809845, 0.4113878607749939, 0.1344447135925293, 0.5680732727050781]",0,0.43997853433338846,10,Structural Fault,"[0.04423004388809204, 0.06472595036029816, 0.02908456325531006, 0.7422782778739929, 0.03696766123175621, -0.27305370569229126, 0.001491505652666092, 0.01999688521027565, -0.07285411655902863, -0.4775734543800354, -0.030509207397699356, -1.075556993484497, -0.01616741716861725, -0.12256310135126114, 0.06187508627772331, -0.012155123054981232]"
Structural_k2_Reduced,178,1.3130680322647095,"[1.9831844568252563, 2.5515077114105225, 0.7458512187004089, 1.881797194480896, 0.8023992776870728, 1.0107009410858154, 0.9532073736190796, 1.770576000213623, 0.5967406630516052, 1.1429202556610107, 0.9500898122787476, 1.3678407669067383]",1,0.7464414120771585,12,Structural Fault,"[0.04409267008304596, 0.06500580161809921, 0.02831900119781494, 0.7282221913337708, 0.036489780992269516, -0.2717098891735077, 0.0006579943001270294, 0.020133379846811295, -0.07100242376327515, -0.47557687759399414, -0.03057706728577614, -1.0828185081481934, -0.015556126832962036, -0.11756439507007599, 0.061292167752981186, -0.013335876166820526]"
Structural_k2_Reduced,179,1.1483683586120605,"[1.7672853469848633, 2.498156785964966, 0.7321507930755615, 2.1131229400634766, 0.589343786239624, 0.7239208817481995, 0.7766698598861694, 1.585465431213379, 0.4008643627166748, 0.7629032731056213, 0.7142800092697144, 1.1162570714950562]",1,0.7534913835493258,12,Structural Fault,"[0.04393488168716431, 0.06520135700702667, 0.02770170569419861, 0.7140477895736694, 0.03604310378432274, -0.27029675245285034, -5.2031129598617554e-05, 0.02028653398156166, -0.06919705867767334, -0.47461655735969543, -0.03070657327771187, -1.0895674228668213, -0.014973685145378113, -0.11297888308763504, 0.060689132660627365, -0.01451178640127182]"
Structural_k2_Reduced,180,1.3027995824813843,"[1.890323281288147, 3.0002851486206055, 1.0349019765853882, 2.1816136837005615, 0.6255808472633362, 0.8336313366889954, 0.94073086977005, 1.6219781637191772, 0.4848872423171997, 0.8526179790496826, 0.9543963074684143, 1.2126480340957642]",1,0.7600290458619325,12,Structural Fault,"[0.04375363886356354, 0.06530824303627014, 0.02723020315170288, 0.6997733116149902, 0.03563585504889488, -0.26882216334342957, -0.0006395243108272552, 0.020460445433855057, -0.06744547188282013, -0.47470203042030334, -0.03089805319905281, -1.0957958698272705, -0.01442880928516388, -0.10882987827062607, 0.06006082519888878, -0.015678562223911285]"
Structural_k2_Reduced,181,1.02360999584198,"[1.58201265335083, 2.8367722034454346, 0.815586268901825, 2.1752138137817383, 0.3337050974369049, 0.6192741990089417, 0.574752926826477, 1.4212113618850708, 0.20636530220508575, 0.5033743977546692, 0.33696824312210083, 0.8780840039253235]",1,0.7660624301238457,12,Structural Fault,"[0.043545424938201904, 0.06532283127307892, 0.02690097689628601, 0.6854149699211121, 0.03527611121535301, -0.2672925889492035, -0.0011059455573558807, 0.020659301429986954, -0.06575372815132141, -0.47583913803100586, -0.031151477247476578, -1.101496696472168, -0.013929992914199829, -0.10513980686664581, 0.05940202996134758, -0.01683223992586136]"
Structural_k2_Reduced,182,1.1592004299163818,"[1.7551921606063843, 2.547412633895874, 0.7514085173606873, 2.0466201305389404, 0.6287997364997864, 0.7513945698738098, 0.7988291382789612, 1.6004146337509155, 0.38967379927635193, 0.8374885320663452, 0.6671066284179688, 1.136064887046814]",1,0.7715982450430492,12,Structural Fault,"[0.04330722987651825, 0.0652410164475441, 0.026710689067840576, 0.6709852814674377, 0.034972067922353745, -0.26571330428123474, -0.001453053206205368, 0.020885784178972244, -0.06412811577320099, -0.4780312478542328, -0.03146608546376228, -1.1066628694534302, -0.013485178351402283, -0.10193000733852386, 0.05870780721306801, -0.017969340085983276]"
Structural_k2_Reduced,183,1.3641149997711182,"[1.864803671836853, 3.0853939056396484, 1.1407301425933838, 2.223220109939575, 0.6442440748214722, 0.9387975335121155, 1.0262646675109863, 1.689571738243103, 0.4995826780796051, 1.0023608207702637, 0.9507816433906555, 1.3036268949508667]",1,0.7766417485363224,12,Structural Fault,"[0.04303537309169769, 0.06505925208330154, 0.026654928922653198, 0.6564955711364746, 0.03473096713423729, -0.2640872299671173, -0.001683693379163742, 0.02114230766892433, -0.06257323920726776, -0.48127835988998413, -0.031840432435274124, -1.111288070678711, -0.013102084398269653, -0.09922154992818832, 0.057972487062215805, -0.019086413085460663]"
Structural_k2_Reduced,184,1.0193930864334106,"[1.5906932353973389, 2.7581417560577393, 0.6824871897697449, 1.7916483879089355, 0.37049946188926697, 0.7215564250946045, 0.5969790816307068, 1.400294542312622, 0.22939524054527283, 0.6624633073806763, 0.46063995361328125, 0.9679178595542908]",1,0.7811966028815387,12,Structural Fault,"[0.042726531624794006, 0.06477385759353638, 0.02672925591468811, 0.6419549584388733, 0.034560468047857285, -0.2624160647392273, -0.0018004216253757477, 0.021430496126413345, -0.06109343841671944, -0.48557692766189575, -0.03227293863892555, -1.1153653860092163, -0.012787878513336182, -0.09703357517719269, 0.057190779596567154, -0.020180843770503998]"
Structural_k2_Reduced,185,1.0673549175262451,"[1.7257332801818848, 2.51648211479187, 0.5981714129447937, 1.7652795314788818, 0.5261776447296143, 0.7563278675079346, 0.7012624144554138, 1.626325249671936, 0.34064045548439026, 0.7023614645004272, 0.48712387681007385, 1.062373399734497]",1,0.7852647471799056,12,Structural Fault,"[0.04237733781337738, 0.06438164412975311, 0.02692878246307373, 0.6273698210716248, 0.03446772322058678, -0.26069939136505127, -0.001806449145078659, 0.021751437336206436, -0.05969199910759926, -0.4909202456474304, -0.03276105597615242, -1.1188884973526, -0.012549355626106262, -0.0953850969672203, 0.05635746195912361, -0.021249912679195404]"
Structural_k2_Reduced,186,0.8912253975868225,"[1.4159611463546753, 2.020519733428955, 0.43927571177482605, 2.015798330307007, 0.40674731135368347, 0.5126928687095642, 0.4659093916416168, 1.5208996534347534, 0.26824015378952026, 0.48597168922424316, 0.2501174211502075, 0.8925705552101135]",1,0.7888462123772377,12,Structural Fault,"[0.04198428988456726, 0.06387947499752045, 0.027247607707977295, 0.6127449870109558, 0.03445937857031822, -0.2589353621006012, -0.001705031841993332, 0.022105026990175247, -0.05837104842066765, -0.49729806184768677, -0.03330199792981148, -1.1218504905700684, -0.012392625212669373, -0.09429359436035156, 0.055467355996370316, -0.022291526198387146]"
Structural_k2_Reduced,187,1.0946226119995117,"[1.8207401037216187, 2.9034667015075684, 0.6251782178878784, 1.4282089471817017, 0.5463566780090332, 0.8616142272949219, 0.7155366539955139, 1.5524659156799316, 0.31634339690208435, 0.7440008521080017, 0.5536877512931824, 1.0678728818893433]",1,0.7919389633121304,12,Structural Fault,"[0.04154367744922638, 0.06326468288898468, 0.02768048644065857, 0.5980843305587769, 0.03454193100333214, -0.2571198344230652, -0.0014994703233242035, 0.022490475326776505, -0.057132113724946976, -0.5046958327293396, -0.03389245644211769, -1.1242440938949585, -0.012323036789894104, -0.09377505630254745, 0.05451537296175957, -0.02330375462770462]"
Structural_k2_Reduced,188,0.9925541281700134,"[1.676316738128662, 2.9182724952697754, 0.6642738580703735, 1.551885962486267, 0.386087030172348, 0.704836368560791, 0.5819523334503174, 1.4037268161773682, 0.22380071878433228, 0.5937813520431519, 0.3404669165611267, 0.8652493357658386]",1,0.794538677801885,12,Structural Fault,"[0.0410521924495697, 0.06253501772880554, 0.028221040964126587, 0.5833894610404968, 0.034721311181783676, -0.2552470266819, -0.001193549484014511, 0.022906292229890823, -0.05597527697682381, -0.5130954384803772, -0.034528423100709915, -1.126061201095581, -0.012345105409622192, -0.09384454786777496, 0.053496699780225754, -0.02428494393825531]"
Structural_k2_Reduced,189,0.935512363910675,"[1.4493316411972046, 2.4291558265686035, 0.6053065061569214, 1.8185900449752808, 0.3641173243522644, 0.5735097527503967, 0.5412267446517944, 1.473233938217163, 0.2297677993774414, 0.5636639595031738, 0.2842951714992523, 0.8939481377601624]",1,0.7966385306825076,12,Structural Fault,"[0.04050688445568085, 0.06168892979621887, 0.02886304259300232, 0.5686613321304321, 0.03500291332602501, -0.2533099055290222, -0.0007905624806880951, 0.02334986999630928, -0.05489988997578621, -0.522474467754364, -0.03520560637116432, -1.1272943019866943, -0.012462273240089417, -0.09451547265052795, 0.052407462149858475, -0.025233767926692963]"
Structural_k2_Reduced,190,1.0386661291122437,"[1.736567735671997, 3.1163101196289062, 0.748934805393219, 1.5475152730941772, 0.35515153408050537, 0.7854330539703369, 0.6442461609840393, 1.4684474468231201, 0.21799582242965698, 0.5875324010848999, 0.3408471941947937, 0.915012001991272]",1,0.7982289449850026,12,Structural Fault,"[0.0399046391248703, 0.06072548031806946, 0.029599308967590332, 0.5539001822471619, 0.03539126738905907, -0.251299113035202, -0.00029382482171058655, 0.023817960172891617, -0.05390392616391182, -0.5328059196472168, -0.03591917082667351, -1.1279339790344238, -0.012677386403083801, -0.09579943865537643, 0.051243919879198074, -0.026149049401283264]"
Structural_k2_Reduced,191,1.0404881238937378,"[1.7230602502822876, 3.1909170150756836, 0.755018413066864, 1.4064359664916992, 0.35371825098991394, 0.8183391094207764, 0.6386843323707581, 1.4155700206756592, 0.23195111751556396, 0.6254544258117676, 0.4054924249649048, 0.9212158918380737]",1,0.7992973275402018,12,Structural Fault,"[0.03924274444580078, 0.05964450538158417, 0.03042280673980713, 0.5391058921813965, 0.03589027747511864, -0.2492043375968933, 0.0002931468188762665, 0.02430560067296028, -0.05298436060547829, -0.5440582633018494, -0.036663662642240524, -1.1279715299606323, -0.012991204857826233, -0.09770631790161133, 0.05000283196568489, -0.027029693126678467]"
Structural_k2_Reduced,192,1.113425850868225,"[1.7347711324691772, 3.111581802368164, 0.823149561882019, 1.5391067266464233, 0.4339736998081207, 0.8333601355552673, 0.7633928656578064, 1.5626132488250732, 0.28576886653900146, 0.7119415998458862, 0.5032591819763184, 1.058192491531372]",1,0.799827742210359,12,Structural Fault,"[0.038519665598869324, 0.05844716727733612, 0.03132539987564087, 0.5242772102355957, 0.036502715200185776, -0.24701371788978577, 0.000967118889093399, 0.024807456880807877, -0.052136991173028946, -0.5561946034431458, -0.03743310645222664, -1.127397894859314, -0.013403251767158508, -0.10024408996105194, 0.048682842403650284, -0.0278751403093338]"
Structural_k2_Reduced,193,1.176377773284912,"[1.7578266859054565, 3.004526376724243, 0.8771738409996033, 1.6097402572631836, 0.5247077941894531, 0.9454939961433411, 0.7946479320526123, 1.53957200050354, 0.3909062445163727, 0.9122129082679749, 0.6271651983261108, 1.132561445236206]",1,0.7998005930436712,12,Structural Fault,"[0.03773362934589386, 0.05713573098182678, 0.032298892736434937, 0.5094143152236938, 0.037229713052511215, -0.24471470713615417, 0.0017249025404453278, 0.02531643584370613, -0.05135594680905342, -0.5691731572151184, -0.03822103515267372, -1.1262038946151733, -0.013911694288253784, -0.10341788083314896, 0.047282811254262924, -0.02868460863828659]"
Structural_k2_Reduced,194,1.0077645778656006,"[1.4670108556747437, 3.071979284286499, 0.9680325984954834, 1.7207449674606323, 0.29722559452056885, 0.6977491974830627, 0.5980970859527588, 1.3600469827651978, 0.17963486909866333, 0.5652369856834412, 0.32319363951683044, 0.8442221283912659]",1,0.799192243872189,11,Structural Fault,"[0.03688441216945648, 0.055713847279548645, 0.03333446383476257, 0.4945170283317566, 0.03807121142745018, -0.24229341745376587, 0.002563644200563431, 0.02582426741719246, -0.05063439533114433, -0.5829463601112366, -0.03902051970362663, -1.1243807077407837, -0.014512136578559875, -0.10723087191581726, 0.0458037294447422, -0.029457680881023407]"
Structural_k2_Reduced,195,1.2725062370300293,"[1.883191704750061, 3.537155866622925, 0.9511311054229736, 1.2328115701675415, 0.5873013734817505, 1.0830950736999512, 0.9229311347007751, 1.5685726404190063, 0.43421250581741333, 0.9924415349960327, 0.8150429725646973, 1.2621890306472778]",1,0.7979746369838707,12,Structural Fault,"[0.035972341895103455, 0.05418712645769119, 0.03442218899726868, 0.4795856773853302, 0.03902524337172508, -0.23973605036735535, 0.0034805499017238617, 0.02632150426506996, -0.049964334815740585, -0.5974608063697815, -0.03982379660010338, -1.1219205856323242, -0.015198931097984314, -0.11168310046195984, 0.044247549027204514, -0.030193939805030823]"
Structural_k2_Reduced,196,1.1137229204177856,"[1.6753551959991455, 3.633852005004883, 1.0519763231277466, 1.3337725400924683, 0.32988932728767395, 0.8486831188201904, 0.7304578423500061, 1.3304890394210815, 0.25252482295036316, 0.696022629737854, 0.5322765111923218, 0.9493743777275085]",1,0.7961148624356632,12,Structural Fault,"[0.034999266266822815, 0.05256270617246628, 0.03555223345756531, 0.4646223485469818, 0.04008796438574791, -0.237028568983078, 0.004472728818655014, 0.026797253638505936, -0.04933621361851692, -0.6126583218574524, -0.04062293842434883, -1.1188173294067383, -0.015963509678840637, -0.11677158623933792, 0.04261854663491249, -0.03089330345392227]"
Structural_k2_Reduced,197,1.0344525575637817,"[1.5745636224746704, 3.18703556060791, 0.9210313558578491, 1.4245752096176147, 0.3534995913505554, 0.7455074787139893, 0.6428473591804504, 1.358976125717163, 0.24156074225902557, 0.6738216876983643, 0.3945826590061188, 0.8954309225082397]",1,0.7935747328134659,12,Structural Fault,"[0.033967867493629456, 0.050849899649620056, 0.03671351075172424, 0.44962993264198303, 0.04125317558646202, -0.234156996011734, 0.005537416785955429, 0.027239564806222916, -0.04873957112431526, -0.6284740567207336, -0.04140932485461235, -1.1150662899017334, -0.016795799136161804, -0.12249016761779785, 0.040922459214925766, -0.03155547380447388]"
Structural_k2_Reduced,198,0.9490284323692322,"[1.6660674810409546, 3.465859889984131, 0.9387590885162354, 1.5123780965805054, 0.2456875592470169, 0.6573006510734558, 0.4219781160354614, 1.1962194442749023, 0.21196439862251282, 0.38459503650665283, 0.09203287959098816, 0.5954985618591309]",1,0.7903103661716868,11,Structural Fault,"[0.032882675528526306, 0.049060314893722534, 0.03789517283439636, 0.434612900018692, 0.04251259192824364, -0.23110821843147278, 0.006672147661447525, 0.02763495221734047, -0.04816274717450142, -0.6448386311531067, -0.04217395558953285, -1.1106653213500977, -0.017683252692222595, -0.1288289725780487, 0.03916758671402931, -0.03218068927526474]"
Structural_k2_Reduced,199,1.203691840171814,"[1.8303114175796509, 3.1856350898742676, 0.7958621978759766, 1.2499669790267944, 0.5060455203056335, 1.1219345331192017, 0.8637175559997559, 1.6847370862960815, 0.4573521018028259, 0.9204940795898438, 0.6101455688476562, 1.2180970907211304]",1,0.7862717706271316,12,Structural Fault,"[0.031749337911605835, 0.04720704257488251, 0.03908509016036987, 0.41957777738571167, 0.0438554547727108, -0.22787019610404968, 0.007874134927988052, 0.02796897664666176, -0.04759352281689644, -0.6616768836975098, -0.04290775582194328, -1.1056156158447266, -0.018611446022987366, -0.13577492535114288, 0.03736361488699913, -0.032768987119197845]"
Structural_k2_Reduced,200,1.0947656631469727,"[1.7954819202423096, 4.066542148590088, 0.7274329662322998, 0.573015570640564, 0.3384611904621124, 1.4050800800323486, 0.6660286784172058, 1.0756844282150269, 0.2236301600933075, 0.8352220058441162, 0.5192652344703674, 0.9113411903381348]",1,0.7814025308066658,12,Structural Fault,"[0.03057532012462616, 0.04530589282512665, 0.040271490812301636, 0.40453261137008667, 0.04526868090033531, -0.22443252801895142, 0.009140584617853165, 0.028226587921380997, -0.04701893404126167, -0.678909957408905, -0.04360126331448555, -1.099921703338623, -0.01956416666507721, -0.14331097900867462, 0.03552309796214104, -0.033320531249046326]"
Structural_k2_Reduced,201,1.0730684995651245,"[1.5024306774139404, 3.5094070434570312, 1.1943050622940063, 1.4002511501312256, 0.28910428285598755, 0.7952443957328796, 0.6947866678237915, 1.2106587886810303, 0.24044083058834076, 0.6551546454429626, 0.47963154315948486, 0.9054074287414551]",1,0.7756396050866768,12,Structural Fault,"[0.029369130730628967, 0.04337383806705475, 0.041442304849624634, 0.38948768377304077, 0.046737100929021835, -0.2207869589328766, 0.010468561202287674, 0.028392020612955093, -0.04642550274729729, -0.6964547038078308, -0.04424559697508812, -1.0935924053192139, -0.020523801445961, -0.1514168679714203, 0.033659886568784714, -0.03383580595254898]"
Structural_k2_Reduced,202,0.9285258054733276,"[1.4104961156845093, 2.9732043743133545, 0.9255585670471191, 1.4830446243286133, 0.22604495286941528, 0.6673910021781921, 0.5164619088172913, 1.275580644607544, 0.18811798095703125, 0.5276598334312439, 0.18812595307826996, 0.7606238722801208]",1,0.7689133315131396,10,Structural Fault,"[0.028141453862190247, 0.04143008589744568, 0.04258546233177185, 0.37445494532585144, 0.048243340104818344, -0.21692773699760437, 0.011855218559503555, 0.028449390083551407, -0.045800674706697464, -0.7142253518104553, -0.04483165964484215, -1.0866408348083496, -0.021472066640853882, -0.160068541765213, 0.03178982064127922, -0.03431487828493118]"
Structural_k2_Reduced,203,0.9585115313529968,"[1.4164286851882935, 3.3413729667663574, 1.026875376701355, 1.2606440782546997, 0.19118669629096985, 0.7497093677520752, 0.5703575611114502, 1.2173418998718262, 0.14821511507034302, 0.5823706984519958, 0.23095783591270447, 0.7666782140731812]",1,0.7611477397648161,10,Structural Fault,"[0.026903226971626282, 0.039494410157203674, 0.04368916153907776, 0.3594486117362976, 0.04976886138319969, -0.21285167336463928, 0.013296987861394882, 0.02838325873017311, -0.045131538063287735, -0.7321345210075378, -0.04535163566470146, -1.079084873199463, -0.022390589118003845, -0.16923905909061432, 0.029929976910352707, -0.034758493304252625]"
Structural_k2_Reduced,204,0.9594135284423828,"[1.4141958951950073, 3.347135066986084, 1.056666374206543, 1.2529467344284058, 0.21388427913188934, 0.7117636203765869, 0.5766517519950867, 1.1416012048721313, 0.15513430535793304, 0.6013626456260681, 0.2796056866645813, 0.7620160579681396]",1,0.7522613136920191,11,Structural Fault,"[0.025667130947113037, 0.03758779913187027, 0.0447426438331604, 0.3444838523864746, 0.05129399523139, -0.2085588276386261, 0.014790337532758713, 0.028179023414850235, -0.044406723231077194, -0.7500945329666138, -0.04579803720116615, -1.0709470510482788, -0.02326090633869171, -0.1788988709449768, 0.02809857204556465, -0.03516677767038345]"
Structural_k2_Reduced,205,0.9696760177612305,"[1.3573559522628784, 3.1017510890960693, 1.0578341484069824, 1.4281370639801025, 0.2188044786453247, 0.7717464566230774, 0.5883471965789795, 1.2608188390731812, 0.19887010753154755, 0.5756640434265137, 0.24711669981479645, 0.8296669125556946]",1,0.7421683776756134,11,Structural Fault,"[0.024446234107017517, 0.035730764269828796, 0.04573577642440796, 0.3295780420303345, 0.05279776081442833, -0.20405250787734985, 0.016331259161233902, 0.027823273092508316, -0.04361610487103462, -0.7680179476737976, -0.04616520181298256, -1.0622544288635254, -0.024065688252449036, -0.18901625275611877, 0.02631431445479393, -0.035540685057640076]"
Structural_k2_Reduced,206,1.2823399305343628,"[1.7166386842727661, 3.803920030593872, 1.0931943655014038, 0.8749248385429382, 0.5354083180427551, 1.4231184720993042, 0.843668520450592, 1.468019723892212, 0.4974663257598877, 1.1368907690048218, 0.7885398268699646, 1.2062879800796509]",1,0.730781322922379,12,Structural Fault,"[0.023254066705703735, 0.033943794667720795, 0.04665952920913696, 0.3147488534450531, 0.054260190576314926, -0.19933944940567017, 0.017915736883878708, 0.027304355055093765, -0.042751047760248184, -0.7858196496963501, -0.04644838348031044, -1.0530378818511963, -0.024789705872535706, -0.1995575726032257, 0.02459532395005226, -0.035880349576473236]"
Structural_k2_Reduced,207,1.0987560749053955,"[1.5554852485656738, 3.9476141929626465, 1.2267037630081177, 1.0299046039581299, 0.2637523114681244, 0.973802387714386, 0.7464924454689026, 1.167363166809082, 0.195094496011734, 0.7573879957199097, 0.445748895406723, 0.8757239580154419]",1,0.7180138528252353,11,Structural Fault,"[0.02210429310798645, 0.03224632889032364, 0.04750627279281616, 0.30001500248908997, 0.05566101893782616, -0.19442996382713318, 0.019538898020982742, 0.026613179594278336, -0.04180574789643288, -0.8034177422523499, -0.04664478078484535, -1.0433319807052612, -0.025419697165489197, -0.21048882603645325, 0.022959914058446884, -0.03618607670068741]"
Structural_k2_Reduced,208,0.9818531274795532,"[1.7952358722686768, 4.139787673950195, 1.1581873893737793, 0.9482810497283936, 0.2811628580093384, 0.7746371626853943, 0.430761456489563, 0.9835817813873291, 0.22930526733398438, 0.40439534187316895, 0.1343027800321579, 0.5025990605354309]",1,0.7037855381087498,11,Structural Fault,"[0.021010413765907288, 0.030655741691589355, 0.04826977849006653, 0.28539538383483887, 0.056981321424245834, -0.18933722376823425, 0.021195996552705765, 0.025742802768945694, -0.04077572748064995, -0.8207341432571411, -0.046753328293561935, -1.0331740379333496, -0.02594505250453949, -0.22177539765834808, 0.021424923092126846, -0.03645872324705124]"
Structural_k2_Reduced,209,1.0169627666473389,"[1.4957233667373657, 3.295377492904663, 0.9503914713859558, 1.1733968257904053, 0.26026591658592224, 0.8283953666687012, 0.6747603416442871, 1.3095263242721558, 0.2541390657424927, 0.6354192495346069, 0.34981387853622437, 0.9763444662094116]",1,0.6880277961011981,12,Structural Fault,"[0.019984543323516846, 0.029187850654125214, 0.048945456743240356, 0.2709087133407593, 0.05820411071181297, -0.1840778887271881, 0.02288162335753441, 0.024689409881830215, -0.03965986147522926, -0.8376966118812561, -0.04677465930581093, -1.022603154182434, -0.026358649134635925, -0.23338302969932556, 0.020005103200674057, -0.03669794648885727]"
Structural_k2_Reduced,210,0.9707175493240356,"[1.4309320449829102, 3.343953847885132, 0.976671040058136, 1.0591737031936646, 0.27304327487945557, 0.7752737998962402, 0.619364321231842, 1.204040765762329, 0.2424311488866806, 0.6231624484062195, 0.27962246537208557, 0.8209415674209595]",1,0.6706913278112179,12,Structural Fault,"[0.019039079546928406, 0.027855582535266876, 0.04953053593635559, 0.2565736472606659, 0.059313591569662094, -0.17867115139961243, 0.02459060028195381, 0.02345207706093788, -0.0384591706097126, -0.8542383313179016, -0.04671131446957588, -1.0116599798202515, -0.02665628492832184, -0.24527901411056519, 0.01871391013264656, -0.03690437972545624]"
