x1,x2,v1,v2,a1,a2
0.01,0.0,0.0,0.0,-0.2,0.1
0.00999843774410096,7.811035400350578e-07,-0.0009999023596159588,0.0004999414160140231,-0.19996094384638347,0.09997656640560923
0.009991877062524211,4.061262492615913e-06,-0.0019992970407956526,0.0009995782270288362,-0.19979692862549409,0.09987815800031599
0.009980321469333617,9.838368443441223e-06,-0.002997559476614655,0.0014985356995518805,-0.19950804570210695,0.09970483100890168
0.009963777600206615,1.8108440062161058e-05,-0.003994065759877627,0.0019964395060777444,-0.19909446760308164,0.09945669160144388
0.009942255208502131,2.8865625522113282e-05,-0.004988193048671884,0.0024929159746558526,-0.19855644791462146,0.09913389582979931
0.00991576715930188,4.210220616719752e-05,-0.005979319971268578,0.0029875923380587167,-0.1978943211240559,0.09873664953134632
0.009884329421428691,5.780860142363415e-05,-0.006966827030114378,0.0034800969823872083,-0.19710850241426428,0.09826520820005022
0.009847961057446852,7.59733749535386e-05,-0.007950097004648219,0.003970059694949665,-0.1961994873992718,0.09771987682493241
0.009806684211650723,9.658324204642615e-05,-0.008928515352677066,0.004457111911252105,-0.19516785181226687,0.09710100969604338
0.009760524096049265,0.00011962307824394956,-0.009901470610053805,0.00494088696093734,-0.1940142511384288,0.09640901017805081
0.009709508974355373,0.0001450759291923621,-0.010868354788387768,0.00542102031251152,-0.19273942019515677,0.09564433045162102
0.009653670143990241,0.00017292302171639245,-0.011828563770530785,0.005897149816697411,-0.19134417266204987,0.09480747122273553
0.009593041916114296,0.00020314377610741543,-0.012781497703588803,0.0063689159482544075,-0.18982940056115696,0.0938989814000631
0.009527661593697489,0.00023571581961800503,-0.013726561389186204,0.006835962046106552,-0.1881960736778035,0.09291945774079473
0.009457569447643054,0.0002706150011541633,-0.01466316467073365,0.007297934551620737,-0.1864452389411747,0.0918695444648794
0.009382808690980115,0.0003078154071557323,-0.01559072281745665,0.00775448324487853,-0.1845780197480257,0.09074993283823796
0.009303425451141748,0.00034728937865471514,-0.016508656904917603,0.008205261478786292,-0.18259561523635479,0.08956136072486698
0.009219468740346405,0.00038900752950045707,-0.017416394191787497,0.008649926410869603,-0.18049929951160337,0.08830461210845755
0.009130990424101829,0.0004329387657398721,-0.018313368492627508,0.009088139232599778,-0.17829042082440136,0.0869805165836123
0.009038045187851805,0.00047905030614013973,-0.01919902054642766,0.009519565396101538,-0.17597040069565978,0.08558994881709117
0.008940690501787349,0.0005273077038405456,-0.020072798380659153,0.009943874838092859,-0.17354073299693729,0.0841338279794375
0.008838986583845083,0.000577674869119398,-0.020934157670616283,0.010360742200909547,-0.17100298298591535,0.08261311714723751
0.008732996360916801,0.0006301140932612168,-0.0217825620937951,0.010769847050469024,-0.1683587862856111,0.08102882267655309
0.008622785428295313,0.0006845860735086682,-0.02261748367908569,0.011170874091030075,-0.16560984783062632,0.0793819935478671
0.00850842200738292,0.0007410499390830057,-0.023438403150553833,0.011563513376607196,-0.16275794075663014,0.07767372068298131
0.008389976901689898,0.0007994632782560735,-0.02424481026557367,0.011947460518900502,-0.1598049052513037,0.07590513623434156
0.008267523451151585,0.0008597821664562357,-0.02503620414709774,0.012322416891603788,-0.1567526473583249,0.07407741284697303
0.008141137484793714,0.0009219611953899156,-0.02581209360984787,0.012688089830956232,-0.15360313774172757,0.07219176289400464
0.008010897271776727,0.0009859535031597573,-0.02657199748021235,0.013044192832406681,-0.150358410404063,0.07024943768617473
0.007876883470850889,0.0010517108053597682,-0.027315444909630594,0.013390445743259278,-0.1470205613632355,0.0682517266548637
